SA2_MAINCODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
101021007,49,1582,594,250,1432,0.8,1083,2.3
101021008,37,1928,812,300,2007,0.8,1692,2.6
101021009,36,1733,837,280,1844,0.9,1400,2.1
101021010,35,1842,883,270,2001,0.9,1434,2.2
101021011,40,2405,1076,383,2672,0.8,2478,2.9
101021012,36,2167,1118,370,2789,0.8,2479,2.9
101031013,48,910,577,150,1397,0.7,1048,2.2
101031014,45,1186,608,225,1413,0.7,1009,2.2
101031015,48,1560,634,150,1525,0.8,1228,2.4
101031016,39,1500,761,270,1765,0.8,1397,2.4
101041017,52,1452,503,260,1137,0.7,906,2.2
101041018,54,1517,521,280,1199,0.7,1000,2.2
101041019,46,1400,586,270,1345,0.8,1061,2.3
101041020,50,1278,496,200,1208,0.8,982,2.4
101041021,53,1517,596,270,1366,0.7,1060,2.2
101041022,65,0,537,0,1374,0.5,849,1.4
101041023,51,1394,486,230,1134,0.7,851,2.2
101041024,51,1300,512,180,1234,0.8,1009,2.4
101041025,54,1500,565,270,1273,0.7,1014,2.1
101041026,54,1353,502,250,1174,0.7,912,2.2
101041027,58,1300,492,230,1123,0.7,848,2.1
101051539,40,1517,627,260,1485,0.7,1164,2.4
101051540,47,1600,602,200,1505,0.8,1206,2.5
101061541,41,1763,728,300,1853,0.8,1470,2.5
101061542,42,2024,921,250,2341,0.8,2063,2.8
101061543,40,1300,535,225,1234,0.7,967,2.4
101061544,48,1040,538,160,1290,0.7,965,2.3
102011028,41,2167,761,430,2118,0.8,1869,2.8
102011029,47,2000,641,380,1731,0.8,1412,2.6
102011030,46,1850,682,250,1751,0.8,1441,2.6
102011031,49,2000,609,360,1797,0.7,1274,2.5
102011032,40,1733,653,331,1576,0.8,1197,2.2
102011033,35,1950,703,400,1929,0.8,1813,3
102011034,47,1899,571,340,1482,0.8,1100,2.4
102011035,39,1733,665,360,1734,0.8,1559,2.8
102011036,39,1800,666,370,1898,0.8,1665,2.9
102011037,44,1820,645,375,1767,0.8,1407,2.5
102011038,42,2000,660,388,1741,0.8,1402,2.6
102011039,42,2167,753,450,2041,0.8,1760,2.6
102011040,46,1750,551,350,1365,0.8,1072,2.3
102011041,40,2167,758,420,2059,0.8,1852,2.8
102011042,47,1733,531,340,1401,0.8,1040,2.2
102011043,42,1733,576,350,1538,0.8,1229,2.5
102021044,41,1733,583,350,1529,0.8,1246,2.6
102021045,34,1600,550,355,1348,0.8,1250,2.9
102021046,45,1560,518,310,1266,0.8,1005,2.3
102021047,40,1764,657,370,1722,0.8,1466,2.7
102021048,43,1517,516,318,1320,0.8,1051,2.5
102021049,43,2200,694,300,2088,0.8,1942,3
102021050,49,1521,504,320,1256,0.8,977,2.3
102021051,39,1800,727,340,1943,0.8,1669,2.8
102021052,44,1600,543,340,1365,0.8,1186,2.5
102021053,45,1785,558,320,1271,0.8,984,2.1
102021054,48,1700,533,300,1308,0.8,971,2.2
102021055,37,1800,661,380,1730,0.8,1516,2.8
102021056,35,2037,631,450,1801,0.8,1678,3.1
102021057,40,1603,508,310,1259,0.8,1056,2.5
103011058,36,1578,635,275,1591,0.8,1234,2.4
103011059,35,1785,672,310,1708,0.8,1481,2.8
103011060,46,1696,653,180,1643,0.8,1356,2.6
103011061,45,1349,596,210,1485,0.7,1207,2.4
103021062,41,900,553,150,1284,0.8,1030,2.4
103021063,46,1192,508,190,1222,0.7,938,2.3
103021064,48,1083,515,165,1261,0.7,974,2.3
103021065,43,1148,567,175,1316,0.8,1067,2.4
103021066,51,910,493,135,1193,0.7,904,2.2
103021067,39,1300,579,205,1467,0.8,1131,2.5
103021068,47,1000,497,120,1267,0.8,981,2.4
103021069,43,1000,579,150,1354,0.7,1098,2.4
103031070,44,1300,495,230,1257,0.7,919,2.2
103031071,46,1517,542,200,1426,0.8,1123,2.4
103031072,37,1766,636,300,1632,0.8,1295,2.5
103031073,50,1192,450,190,1066,0.7,771,2.2
103031074,45,1517,499,200,1331,0.8,1064,2.4
103031075,0,0,0,0,0,0,0,0
103041076,42,1500,620,220,1581,0.8,1227,2.5
103041077,41,1472,589,250,1400,0.7,1070,2.2
103041078,34,1733,738,319,1871,0.8,1581,2.7
103041079,42,1647,693,200,1816,0.8,1483,2.7
104011080,43,1300,496,250,1182,0.8,921,2.3
104011081,49,1300,464,240,1139,0.8,955,2.5
104011082,55,1430,469,280,1076,0.7,871,2.2
104021083,44,1408,529,300,1238,0.8,1050,2.5
104021084,42,1603,556,296,1305,0.8,1043,2.4
104021085,45,1517,561,300,1317,0.8,1009,2.2
104021086,43,1582,590,300,1435,0.9,1295,2.8
104021087,52,1083,473,200,1112,0.8,821,2.2
104021088,43,1733,675,380,1627,0.8,1473,2.7
104021089,44,1600,560,310,1325,0.8,1092,2.5
104021090,52,1517,523,280,1229,0.8,1003,2.2
104021091,44,1560,528,310,1279,0.8,1059,2.5
105011092,35,894,606,100,1329,0.8,1109,2.5
105011093,36,1300,705,160,1922,0.7,1494,2.4
105011094,43,867,537,150,1264,0.7,1009,2.4
105011095,42,1000,629,150,1485,0.7,1100,2.3
105011096,42,737,461,140,1031,0.9,801,2.3
105021097,45,953,527,190,1279,0.7,965,2.2
105021098,39,625,497,100,1145,0.8,970,2.5
105031099,49,906,475,152,1101,0.7,879,2.3
105031100,37,1517,673,260,1545,0.8,1336,2.6
105031101,36,1517,700,275,1637,0.8,1327,2.4
105031102,34,1452,682,265,1491,0.8,1280,2.6
105031103,42,1638,687,200,1707,0.8,1491,2.8
105031104,45,1083,538,160,1202,0.7,996,2.4
105031105,42,1100,589,185,1360,0.8,1083,2.5
105031106,42,1083,491,180,1209,0.8,939,2.4
106011107,36,1820,706,320,1924,0.8,1668,2.7
106011108,38,1478,499,280,1262,0.8,1043,2.5
106011109,43,1690,584,270,1640,0.8,1407,2.7
106011110,45,1662,578,245,1474,0.8,1226,2.5
106011111,38,1430,516,280,1362,0.8,1121,2.6
106011112,35,1842,690,290,1960,0.8,1629,2.6
106011113,42,2000,635,250,1921,0.8,1692,2.8
106021114,35,1800,646,350,1697,0.8,1430,2.6
106021115,38,1733,630,300,1604,0.8,1299,2.5
106021116,39,2000,761,350,2139,0.8,1843,2.8
106021117,34,1733,615,330,1576,0.8,1378,2.7
106021118,35,1760,724,340,1858,0.8,1733,2.9
106031119,46,1840,533,350,1402,0.8,1155,2.5
106031120,49,1517,483,320,1174,0.7,974,2.4
106031121,52,1733,565,330,1357,0.7,1097,2.3
106031122,38,1463,551,270,1320,0.8,1084,2.5
106031123,42,1950,717,300,1996,0.8,1881,3
106031124,62,1517,484,290,1086,0.7,903,2
106031125,39,1733,646,320,1706,0.8,1489,2.8
106041126,34,1668,630,250,1640,0.7,1331,2.5
106041127,40,1943,673,230,1737,0.8,1398,2.6
106041128,39,1800,676,250,1751,0.7,1330,2.4
106041129,42,1517,595,190,1488,0.8,1181,2.4
107011131,41,1733,539,320,1455,0.8,1218,2.6
107011132,35,1950,700,408,1920,0.8,1836,3.1
107011133,56,0,349,0,0,0,0,0
107011134,40,1871,609,295,1861,0.8,1518,2.8
107011545,38,1625,470,280,1271,0.9,1049,2.6
107011546,42,1625,446,240,1122,0.9,872,2.4
107011547,50,1733,495,270,1384,0.8,903,2.2
107021135,67,0,374,0,0,0,0,0
107031136,35,1950,646,385,1830,0.8,1693,3
107031137,40,1700,550,320,1364,0.8,1198,2.6
107031138,50,1983,649,390,1648,0.8,1327,2.3
107031139,42,2000,714,400,1957,0.8,1784,2.8
107031140,47,2130,699,400,1895,0.8,1587,2.6
107031141,37,2167,696,420,1972,0.8,1817,3
107031142,42,1733,569,350,1488,0.8,1298,2.6
107031143,42,1647,487,300,1223,0.8,989,2.5
107041144,40,2001,550,330,1726,0.8,1300,2.5
107041145,41,1950,573,280,1557,0.8,1154,2.4
107041146,37,2000,591,340,1899,0.8,1471,2.7
107041147,38,2288,834,470,2324,0.9,2159,3
107041148,42,2383,827,452,2302,0.9,2010,2.7
107041150,40,2167,696,320,2042,0.8,1615,2.6
107041548,36,1800,644,351,1693,0.9,1231,1.9
107041549,32,1842,502,330,1603,0.9,1213,2.5
108011151,49,1365,475,230,1183,0.8,990,2.4
108011152,54,1517,487,280,1094,0.7,871,2.1
108011153,51,1300,479,280,1099,0.8,921,2.4
108011154,61,1300,453,250,944,0.7,750,1.9
108021155,42,1235,472,230,1097,0.8,889,2.5
108021156,50,1300,472,225,1147,0.8,913,2.4
108021157,49,1300,487,260,1160,0.8,918,2.3
108021158,56,1270,451,240,963,0.8,745,2
108021159,48,1300,471,230,1139,0.8,927,2.4
108021160,56,1500,480,275,1071,0.7,871,2.1
108031161,44,1867,762,220,1774,0.8,1397,2.2
108041162,55,1519,483,300,1139,0.7,910,2.2
108041163,46,1733,597,330,1417,0.8,1152,2.3
108041164,50,1733,530,320,1273,0.8,954,2.2
108041165,47,1517,534,250,1372,0.8,1177,2.6
108041166,44,1600,532,300,1290,0.8,1105,2.6
108051167,52,1300,481,220,1121,0.7,898,2.2
108051168,51,1625,519,300,1238,0.7,1043,2.4
108051169,46,1297,472,240,1097,0.8,849,2.3
108051170,53,1300,455,248,1078,0.8,887,2.3
108051171,47,1245,479,250,1150,0.8,912,2.4
109011172,35,1625,726,280,1824,0.8,1490,2.6
109011173,39,1300,599,231,1402,0.8,1117,2.4
109011174,44,1517,719,220,1780,0.7,1221,2.1
109011175,43,1300,621,180,1522,0.8,1240,2.6
109011176,40,1300,537,210,1242,0.8,934,2.2
109021177,46,979,590,150,1353,0.7,1082,2.3
109021178,44,1200,543,170,1309,0.8,1052,2.4
109021179,43,953,615,130,1403,0.8,1138,2.5
109031180,49,1245,563,200,1296,0.7,998,2.2
109031181,49,1300,561,200,1315,0.7,1042,2.3
109031182,45,1083,583,195,1385,0.7,1048,2.2
109031183,49,997,539,110,1274,0.7,1014,2.3
109031184,47,1560,600,275,1427,0.7,1157,2.3
109031185,48,1083,535,165,1270,0.7,992,2.2
110011186,34,1452,564,260,1526,0.8,1201,2.4
110011187,43,1189,575,200,1312,0.8,1077,2.5
110011188,46,1408,580,195,1415,0.8,1131,2.4
110011189,48,1073,575,143,1330,0.7,1052,2.3
110021190,47,1083,478,200,1111,0.7,838,2.2
110021191,41,1287,542,230,1228,0.8,971,2.4
110021192,45,953,434,130,1013,0.8,857,2.5
110021193,48,1034,484,140,1153,0.8,893,2.3
110021194,53,1079,454,180,1015,0.7,767,2.1
110031195,38,1300,667,195,1459,0.8,1212,2.4
110031196,37,975,682,100,1528,0.8,1293,2.6
110031197,39,1517,650,230,1609,0.8,1292,2.5
110031198,41,1213,619,140,1485,0.8,1198,2.5
110041199,38,1517,617,250,1616,0.8,1257,2.4
110041200,43,1213,606,180,1451,0.8,1221,2.5
110041201,45,1153,533,180,1287,0.7,1032,2.3
110041202,39,1461,651,275,1454,0.8,1185,2.4
110041203,39,1517,682,285,1572,0.7,1241,2.3
110041204,30,1378,557,250,1170,0.8,987,2.7
110041205,44,1517,592,200,1442,0.8,1173,2.5
111011206,43,1835,606,320,1652,0.8,1281,2.5
111011207,47,1733,531,285,1325,0.8,1010,2.3
111011208,39,1800,665,340,1740,0.8,1398,2.5
111011209,39,1733,665,340,1754,0.8,1449,2.6
111011210,41,1733,487,200,1284,0.8,963,2.4
111011211,46,2037,639,370,1877,0.8,1281,2.4
111011212,48,1842,545,310,1473,0.8,1169,2.4
111011213,45,2000,728,420,2091,0.7,1821,2.7
111011214,43,1800,641,350,1714,0.8,1324,2.4
111021215,44,1521,542,275,1373,0.8,1150,2.5
111021216,43,1717,581,350,1434,0.8,1238,2.6
111021217,34,1880,678,390,1781,0.8,1606,2.8
111021218,46,1733,522,315,1383,0.8,1117,2.5
111021219,46,1701,570,300,1480,0.8,1199,2.4
111021220,47,1733,605,325,1501,0.8,1299,2.5
111021221,37,1690,616,335,1495,0.8,1383,2.8
111031222,38,1950,713,350,1969,0.8,1547,2.6
111031223,41,1370,514,280,1240,0.8,1042,2.5
111031224,39,2000,682,310,1880,0.8,1306,2.3
111031225,39,1842,727,330,1978,0.8,1475,2.4
111031226,34,1950,706,395,1925,0.8,1796,3
111031227,37,1700,619,325,1594,0.9,1235,2.3
111031228,39,2167,885,360,2444,0.8,1815,2.4
111031229,37,2000,930,380,2370,0.9,1648,2
111031230,51,1972,725,0,1375,1,1312,1.6
111031231,26,1517,400,325,1226,0.9,992,2.5
111031232,51,2000,590,330,1489,0.8,1164,2.3
111031233,40,1699,581,330,1485,0.8,1189,2.4
111031234,36,1733,593,330,1536,0.9,1195,2.3
111031235,35,1733,754,360,1813,0.9,1412,2.1
112011236,52,1582,556,320,1260,0.7,966,2.1
112011237,46,1733,611,330,1480,0.8,1254,2.5
112011238,45,1800,659,400,1575,0.9,1353,2.5
112011239,45,1733,566,380,1268,0.8,1033,2.3
112011240,41,2000,654,500,1593,0.8,1329,2.4
112011241,49,1387,498,260,1211,0.8,939,2.2
112011242,43,1950,707,450,1773,0.8,1545,2.6
112011243,46,1591,520,350,1227,0.9,993,2.4
112021244,42,1300,492,245,1168,0.8,916,2.4
112021245,47,1213,470,200,1168,0.8,994,2.5
112021246,41,1517,576,278,1363,0.7,1100,2.4
112021247,50,1181,464,207,1096,0.8,846,2.2
112021248,41,1300,516,250,1275,0.8,957,2.3
112021249,46,1517,567,270,1423,0.8,1168,2.5
112031250,45,2108,615,360,1593,0.9,1223,2.4
112031251,45,1560,501,290,1245,0.8,963,2.4
112031252,47,1600,513,285,1288,0.9,1109,2.6
112031253,43,1777,566,370,1414,0.8,1200,2.6
112031254,50,1600,527,320,1235,0.8,967,2.2
112031550,49,1733,545,360,1346,0.8,1111,2.4
112031551,41,2000,628,450,1800,0.8,1675,3
112031552,55,1560,473,340,1092,0.8,786,2.1
113011256,36,1500,672,230,1533,0.8,1303,2.6
113011257,39,1166,674,150,1562,0.8,1315,2.6
113011258,40,1300,610,200,1467,0.7,1197,2.5
113011259,44,1000,573,170,1333,0.7,1025,2.3
113021260,46,1192,582,170,1366,0.7,1135,2.3
113021261,43,1374,553,200,1392,0.8,1076,2.3
113021262,47,1300,601,150,1497,0.8,1172,2.4
113031263,49,1091,524,190,1232,0.7,920,2.2
113031264,44,1170,570,160,1394,0.7,1087,2.4
113031265,40,1200,598,200,1407,0.8,1134,2.5
113031266,46,1083,534,160,1303,0.8,1006,2.4
113031267,38,1530,720,280,1741,0.7,1427,2.6
113031268,28,1733,631,350,1950,0.8,1683,2.8
113031269,35,1517,691,275,1695,0.8,1354,2.6
113031270,35,1387,662,250,1445,0.8,1108,2.2
113031271,40,1300,687,200,1577,0.8,1348,2.6
114011272,55,1811,599,300,1485,0.7,1143,2.2
114011273,51,1517,483,330,1114,0.7,951,2.4
114011274,53,1517,500,276,1148,0.7,928,2.2
114011275,55,2084,706,0,1499,0.7,900,1.8
114011276,53,1770,627,300,1463,0.7,1171,2.1
114011277,44,1560,562,275,1407,0.7,1135,2.4
114011278,37,1517,524,260,1251,0.8,1032,2.5
114011279,49,1300,465,290,1080,0.7,895,2.3
114011280,59,1300,454,250,972,0.7,776,2
114011281,46,1733,583,245,1480,0.8,1403,2.7
114011282,53,1473,491,290,1130,0.7,913,2.2
114011283,54,1456,490,265,1149,0.7,953,2.2
114021284,54,2000,665,400,1685,0.7,1361,2.3
114021285,37,1805,652,378,1703,0.8,1560,2.9
114021286,45,1820,620,350,1606,0.7,1255,2.4
114021287,43,1733,630,320,1599,0.7,1241,2.4
114021288,47,2000,709,350,1734,0.7,1479,2.5
114021289,52,1820,639,300,1517,0.7,1261,2.4
115011290,38,2300,799,510,2210,0.9,2028,2.9
115011291,38,2500,795,590,2526,0.8,2444,3.3
115011294,45,2610,795,648,2510,0.8,2238,3
115011296,41,2770,878,630,2876,0.8,2816,3.3
115011553,38,2383,819,545,2241,0.9,2076,2.9
115011554,51,2383,646,531,2507,0.8,1695,2.7
115011555,41,2600,791,580,2486,0.8,2344,3.1
115011556,39,2500,808,550,2277,0.9,2175,3
115011557,37,2600,875,650,2842,0.8,2849,3.4
115011558,42,2500,768,650,2599,0.8,2443,3.2
115011559,36,2600,872,621,2560,0.8,2526,3.4
115021297,42,2550,750,450,2328,0.8,2195,3.2
115021298,44,2600,741,433,2216,0.8,1942,3
115031299,47,1975,640,185,1696,0.9,1343,2.5
115031300,39,2167,777,390,2074,0.8,1962,3
115041301,37,2398,786,400,2170,0.9,2029,3.1
115041302,34,2630,895,620,2615,0.9,2612,3.5
116011303,32,1900,667,380,1570,1.1,1478,2.8
116011304,34,2000,609,380,1606,0.9,1460,3
116011306,34,2167,653,345,1800,0.9,1743,3.3
116011307,37,2058,699,365,1904,0.9,1662,2.8
116011308,36,2134,658,400,1775,0.9,1645,3
116011560,34,1950,623,385,1620,0.9,1481,3
116011561,34,1950,617,400,1662,1,1556,3.1
116021309,34,2400,785,570,2418,0.9,2476,3.6
116021310,33,2600,958,600,2512,0.9,2490,3.4
116021312,33,2600,770,420,2065,0.9,1927,3
116021562,34,2383,905,520,2368,0.9,2379,3.4
116021563,33,2167,806,450,2129,0.9,2061,3.2
116031313,31,1528,471,265,1157,1,1067,3.1
116031314,32,1983,694,400,1806,1,1798,3.4
116031315,31,2000,691,400,1839,1,1846,3.5
116031316,30,2013,553,300,1374,0.9,1257,3
116031317,32,1722,487,330,1298,1.1,1200,3.1
116031318,36,0,875,0,0,0,0,0
116031319,34,2000,663,400,1847,1,1817,3.4
117011320,46,0,1031,0,0,0,0,0
117011321,36,2600,900,520,2290,1.1,2028,2.8
117011322,33,2330,687,520,1820,1.2,1596,2.6
117011323,38,2300,643,400,1717,1,1334,2.6
117011324,46,0,900,0,0,0,0,0
117011325,39,0,1375,0,0,0,0,0
117021326,36,2383,791,450,2094,1.1,1807,2.5
117021327,35,2600,1038,460,2618,1,2062,2.3
117021328,35,2600,926,580,2357,1,2092,2.6
117031329,35,2500,1285,560,3095,1.1,2158,1.8
117031330,34,2500,1360,600,2955,1.1,2447,2.1
117031331,33,2600,950,508,2572,1.1,1814,2
117031332,30,2600,922,500,2730,1.1,1895,2.1
117031333,35,2167,1304,480,2903,1.1,1861,1.6
117031334,30,2400,761,600,2366,1.2,1941,2.2
117031335,31,2492,792,540,2307,1.1,1562,2
117031336,34,2500,1160,550,2944,1.1,2144,1.9
117031337,30,2500,634,725,1960,1.4,1943,2.4
117031338,30,2300,861,580,2272,1.2,1747,2.2
118011339,34,3000,1172,627,2994,1,2385,2.4
118011340,33,3000,1227,640,2967,1.1,2353,2.3
118011341,37,3000,1079,600,2790,1,2153,2.3
118011342,0,0,0,0,0,0,0,0
118011343,39,3000,1406,657,3574,0.9,2685,2.2
118011344,38,3000,1074,600,2879,1,2295,2.6
118011345,36,3245,1393,575,3597,1,2396,2.1
118011346,41,3467,1159,650,3603,0.9,2898,2.7
118011347,41,3100,1382,660,3662,0.9,2557,2.2
118021348,36,3000,1197,585,3009,1,2342,2.4
118021350,41,2600,735,410,2204,1,1767,2.7
118021564,26,2600,511,515,2197,1.1,1642,2.4
118021565,27,2500,481,525,2000,1.1,1379,2.7
118021566,39,2749,872,580,2466,1,2069,2.7
118021567,38,2600,762,450,2140,1,1529,2.3
118021568,33,2500,706,600,2057,1.1,1662,2.7
118021569,35,2600,1153,560,2744,1.1,2182,2.3
118021570,33,2747,1038,560,2674,1.1,2148,2.4
119011354,36,2167,474,300,1387,1,1197,3.1
119011355,30,2700,779,550,1944,1,1973,3.3
119011356,33,2167,490,450,1433,1,1386,3.4
119011357,33,2100,436,370,1329,1.1,1184,3.4
119011358,40,2167,628,420,1838,0.9,1536,2.8
119011359,39,2300,695,430,2021,0.9,1763,2.9
119011360,38,2167,626,411,1804,0.9,1568,2.9
119011361,34,1996,468,380,1353,1.1,1225,3.2
119011571,32,1700,465,400,1198,1.2,1120,3
119011572,33,1733,440,400,1171,1.2,1125,3.2
119021362,37,2153,518,360,1439,1.1,1260,2.9
119021363,34,1950,501,395,1334,1.2,1285,2.9
119021364,41,2461,657,500,1971,0.9,1757,2.9
119021366,32,2000,428,360,1231,1.2,1153,3.3
119021367,36,2167,550,390,1572,1,1387,3
119021573,31,1600,427,350,1052,1.4,1012,3.2
119021574,31,1697,442,350,1112,1.3,1074,3.1
119031368,32,2000,483,480,1379,1.2,1379,3
119031369,37,2167,730,400,1926,1,1678,2.7
119031370,39,2167,554,390,1612,1,1417,2.8
119031371,41,2500,778,458,2297,0.9,2089,2.9
119031372,42,2362,682,450,2049,0.9,1735,2.9
119031373,39,1950,458,230,1296,1,1019,2.6
119031374,36,2200,624,475,1875,1,1738,3
119041375,31,2167,691,550,1846,1.2,1747,2.7
119041376,36,2080,607,430,1670,1.1,1547,2.9
119041377,40,2300,627,480,1877,1,1642,2.9
119041378,33,2015,691,450,1798,1.2,1680,2.7
119041379,36,2167,667,450,1753,1,1634,2.8
119041380,41,2167,706,440,1764,0.9,1416,2.4
119041381,33,2167,648,470,1610,1.2,1639,2.8
119041382,44,2300,741,450,1927,0.9,1504,2.4
120011383,41,2600,862,570,2399,1,2144,2.7
120011384,31,2200,773,590,2075,1.2,1860,2.6
120011385,40,2860,1081,560,2881,0.9,2300,2.5
120011386,41,2600,944,550,2461,1,2079,2.5
120021387,41,3033,1376,600,3720,0.9,2673,2.3
120021388,37,3000,1126,550,3013,1,2301,2.4
120021389,38,3013,1332,610,3454,1,2601,2.4
120031390,34,2058,684,440,1817,1.1,1643,2.5
120031391,32,2167,532,500,1698,1.1,1545,2.8
120031392,39,2253,747,450,2031,1,1776,2.7
120031393,39,2200,663,420,1911,1,1623,2.8
120031394,37,2200,918,450,2283,1,1837,2.3
120031395,39,2500,916,450,2512,1,2020,2.5
120031396,30,2000,703,460,1739,1.3,1719,2.8
120031575,32,2325,663,500,1989,1.1,1892,3
120031576,36,2300,705,490,2048,1,1809,2.9
121011398,34,2500,804,570,2198,1.2,1950,2.6
121011399,35,2500,1002,510,2516,1,2186,2.5
121011400,38,3000,1159,550,3258,0.9,2532,2.6
121011401,35,2700,1345,592,3069,1.1,2399,2.2
121011402,41,3250,1061,640,3472,0.9,2857,2.9
121021403,39,2400,812,540,2346,0.9,2188,3
121021404,40,2345,817,535,2372,0.8,2153,3
121021406,40,2500,815,510,2585,0.9,2298,3
121021577,34,2000,751,460,1829,1.2,1634,2.5
121021578,39,2200,751,430,2119,0.9,1828,2.8
121021579,37,2167,815,510,2147,1.1,1842,2.6
121031407,40,3000,882,650,2769,0.9,2428,2.9
121031408,40,3000,998,620,3250,0.9,2760,3
121031409,40,3023,993,671,3337,0.9,3010,3.1
121031410,42,3000,932,700,2872,0.8,2542,3
121031411,44,3000,910,600,2977,0.8,2459,2.8
121031412,42,3000,949,612,3242,0.8,2810,3
121041413,39,2676,1357,591,3334,1,2385,2.2
121041414,36,2600,1370,570,3126,1,2364,2.1
121041415,42,3000,1295,560,3671,0.9,2522,2.4
121041416,38,2500,1366,537,3176,1,2265,1.9
121041417,37,2600,1477,620,3311,1.1,2466,2
122011418,40,3467,1090,620,3441,0.9,2803,2.9
122011419,37,3000,1273,650,3264,1,2481,2.3
122021420,47,2900,885,650,2498,0.8,2169,2.7
122021421,47,3000,854,598,2484,0.8,2127,2.8
122021422,44,2817,909,560,2482,0.9,2167,2.8
122021423,41,2772,860,620,2355,0.9,2074,2.8
122031424,41,2817,726,500,2243,0.9,2031,3
122031425,42,2750,773,604,2290,0.9,2002,2.9
122031426,36,2258,874,500,2113,1.1,1792,2.4
122031427,42,3000,788,660,2642,0.9,2287,3
122031428,42,3000,828,790,2606,0.8,2398,3.1
122031429,36,2600,1057,550,2699,1,2251,2.6
122031430,39,2786,875,500,2624,1,2187,2.8
122031431,41,2600,914,530,2398,1,2009,2.5
122031432,44,3000,825,650,2554,0.8,2479,3.2
123011433,41,2167,774,400,2179,0.8,1814,2.8
