LGA_NAME16	AustCitizen	Sex	persons
Murrindindi (S)	1	M	6114
Nillumbik (S)	0	F	2937
Nillumbik (S)	0	M	2815
Nillumbik (S)	1	F	28070
Nillumbik (S)	1	M	27451
Northern Grampians (S)	0	F	629
Northern Grampians (S)	0	M	537
Northern Grampians (S)	1	F	5156
Northern Grampians (S)	1	M	5115
Port Phillip (C)	0	F	13817
Port Phillip (C)	0	M	13561
Port Phillip (C)	1	F	37746
Port Phillip (C)	1	M	35746
Pyrenees (S)	0	F	394
Pyrenees (S)	0	M	758
Pyrenees (S)	1	F	3014
Pyrenees (S)	1	M	3073
Queenscliffe (B)	0	F	161
Queenscliffe (B)	0	M	160
Queenscliffe (B)	1	F	1366
Queenscliffe (B)	1	M	1165
South Gippsland (S)	0	F	1731
South Gippsland (S)	0	M	1557
South Gippsland (S)	1	F	12913
South Gippsland (S)	1	M	12502
Southern Grampians (S)	0	F	774
Southern Grampians (S)	0	M	698
Southern Grampians (S)	1	F	7404
Southern Grampians (S)	1	M	7061
Stonnington (C)	0	F	13222
Stonnington (C)	0	M	11702
Stonnington (C)	1	F	41240
Stonnington (C)	1	M	37669
Strathbogie (S)	0	F	602
Strathbogie (S)	0	M	567
Strathbogie (S)	1	F	4596
Strathbogie (S)	1	M	4507
Surf Coast (S)	0	F	1465
Surf Coast (S)	0	M	1515
Surf Coast (S)	1	F	13353
Surf Coast (S)	1	M	13067
Swan Hill (RC)	0	F	1782
Swan Hill (RC)	0	M	1980
Swan Hill (RC)	1	F	8435
Swan Hill (RC)	1	M	8388
Towong (S)	0	F	290
Towong (S)	0	M	320
Towong (S)	1	F	2617
Towong (S)	1	M	2757
Wangaratta (RC)	0	F	1414
Wangaratta (RC)	0	M	1341
Wangaratta (RC)	1	F	13251
Wangaratta (RC)	1	M	12310
Warrnambool (C)	0	F	1961
Warrnambool (C)	0	M	1915
Warrnambool (C)	1	F	15541
Warrnambool (C)	1	M	14242
Wellington (S)	0	F	2492
Wellington (S)	0	M	3225
Wellington (S)	1	F	18795
Wellington (S)	1	M	18470
West Wimmera (S)	0	F	158
West Wimmera (S)	0	M	143
West Wimmera (S)	1	F	1783
West Wimmera (S)	1	M	1823
Whitehorse (C)	0	F	19289
Whitehorse (C)	0	M	18087
Whitehorse (C)	1	F	64743
Whitehorse (C)	1	M	59964
Whittlesea (C)	0	F	18264
Whittlesea (C)	0	M	18090
Whittlesea (C)	1	F	81688
Whittlesea (C)	1	M	79451
Wodonga (C)	0	F	2034
Wodonga (C)	0	M	1958
Wodonga (C)	1	F	18016
Wodonga (C)	1	M	17338
Wyndham (C)	0	F	28853
Wyndham (C)	0	M	28132
Wyndham (C)	1	F	79466
Wyndham (C)	1	M	80674
Yarra (C)	0	F	10150
Yarra (C)	0	M	9571
Yarra (C)	1	F	34469
Yarra (C)	1	M	32468
Yarra Ranges (S)	0	F	8492
Yarra Ranges (S)	0	M	8032
Yarra Ranges (S)	1	F	67225
Yarra Ranges (S)	1	M	65787
Yarriambiack (S)	0	F	341
Yarriambiack (S)	0	M	307
Yarriambiack (S)	1	F	2964
Yarriambiack (S)	1	M	3059
Unincorporated Vic	0	F	169
Unincorporated Vic	0	M	167
Unincorporated Vic	1	F	240
Unincorporated Vic	1	M	306
No usual address (Vic.)	0	F	1341
No usual address (Vic.)	0	M	1877
No usual address (Vic.)	1	F	1897
No usual address (Vic.)	1	M	2454
Migratory - Offshore - Shipping (Vic.)	0	F	0
Migratory - Offshore - Shipping (Vic.)	0	M	3
Migratory - Offshore - Shipping (Vic.)	1	F	4
Migratory - Offshore - Shipping (Vic.)	1	M	25
Aurukun (S)	0	F	14
Aurukun (S)	0	M	24
Aurukun (S)	1	F	621
Aurukun (S)	1	M	608
Balonne (S)	0	F	245
Balonne (S)	0	M	243
Balonne (S)	1	F	1884
Balonne (S)	1	M	2008
Banana (S)	0	F	849
Banana (S)	0	M	968
Banana (S)	1	F	6079
Banana (S)	1	M	6420
Barcaldine (R)	0	F	142
Barcaldine (R)	0	M	136
Barcaldine (R)	1	F	1277
Barcaldine (R)	1	M	1313
Barcoo (S)	0	F	14
Barcoo (S)	0	M	15
Barcoo (S)	1	F	109
Barcoo (S)	1	M	134
Blackall-Tambo (R)	0	F	89
Blackall-Tambo (R)	0	M	56
Blackall-Tambo (R)	1	F	869
Blackall-Tambo (R)	1	M	888
Boulia (S)	0	F	43
Boulia (S)	0	M	43
Boulia (S)	1	F	158
Boulia (S)	1	M	185
Brisbane (C)	0	F	118543
Brisbane (C)	0	M	116849
Brisbane (C)	1	F	456177
Brisbane (C)	1	M	439591
Bulloo (S)	0	F	21
Bulloo (S)	0	M	28
Bulloo (S)	1	F	143
Bulloo (S)	1	M	159
Bundaberg (R)	0	F	5632
Bundaberg (R)	0	M	5484
Bundaberg (R)	1	F	41548
Bundaberg (R)	1	M	40232
Burdekin (S)	0	F	852
Burdekin (S)	0	M	911
Burdekin (S)	1	F	7550
Burdekin (S)	1	M	7762
Burke (S)	0	F	33
Burke (S)	0	M	34
Burke (S)	1	F	111
Burke (S)	1	M	149
Cairns (R)	0	F	15717
Cairns (R)	0	M	14121
Cairns (R)	1	F	63791
Cairns (R)	1	M	63269
Carpentaria (S)	0	F	104
Carpentaria (S)	0	M	113
Carpentaria (S)	1	F	843
Carpentaria (S)	1	M	890
Cassowary Coast (R)	0	F	2123
Cassowary Coast (R)	0	M	2249
Cassowary Coast (R)	1	F	11838
Cassowary Coast (R)	1	M	12520
Central Highlands (R) (Qld)	0	F	2367
Central Highlands (R) (Qld)	0	M	2840
Central Highlands (R) (Qld)	1	F	10873
Central Highlands (R) (Qld)	1	M	11916
Charters Towers (R)	0	F	745
Charters Towers (R)	0	M	721
Charters Towers (R)	1	F	5247
Charters Towers (R)	1	M	5164
Cherbourg (S)	0	F	0
Cherbourg (S)	0	M	8
Cherbourg (S)	1	F	635
Cherbourg (S)	1	M	620
Cloncurry (S)	0	F	267
Cloncurry (S)	0	M	336
Cloncurry (S)	1	F	1060
Cloncurry (S)	1	M	1370
Cook (S)	0	F	391
Cook (S)	0	M	462
Cook (S)	1	F	1559
Cook (S)	1	M	1811
Croydon (S)	0	F	41
Croydon (S)	0	M	46
Croydon (S)	1	F	104
Croydon (S)	1	M	102
Diamantina (S)	0	F	35
Diamantina (S)	0	M	23
Diamantina (S)	1	F	107
Diamantina (S)	1	M	127
Doomadgee (S)	0	F	19
Doomadgee (S)	0	M	17
Doomadgee (S)	1	F	673
Doomadgee (S)	1	M	690
Douglas (S)	0	F	1400
Douglas (S)	0	M	1312
Douglas (S)	1	F	4358
Douglas (S)	1	M	4648
Etheridge (S)	0	F	55
Etheridge (S)	0	M	57
Etheridge (S)	1	F	314
Etheridge (S)	1	M	378
Flinders (S) (Qld)	0	F	89
Flinders (S) (Qld)	0	M	78
Flinders (S) (Qld)	1	F	667
Flinders (S) (Qld)	1	M	699
Fraser Coast (R)	0	F	6222
Fraser Coast (R)	0	M	6561
Fraser Coast (R)	1	F	45508
Fraser Coast (R)	1	M	43212
Gladstone (R)	0	F	4710
Gladstone (R)	0	M	4818
Gladstone (R)	1	F	25279
Gladstone (R)	1	M	26829
Gold Coast (C)	0	F	62761
Gold Coast (C)	0	M	59106
Gold Coast (C)	1	F	222825
Gold Coast (C)	1	M	211035
Goondiwindi (R)	0	F	707
Goondiwindi (R)	0	M	691
Goondiwindi (R)	1	F	4581
Goondiwindi (R)	1	M	4649
Gympie (R)	0	F	2967
Gympie (R)	0	M	2969
Gympie (R)	1	F	22018
Gympie (R)	1	M	21609
Hinchinbrook (S)	0	F	529
Hinchinbrook (S)	0	M	512
Hinchinbrook (S)	1	F	4803
Hinchinbrook (S)	1	M	5044
Hope Vale (S)	0	F	8
Hope Vale (S)	0	M	22
Hope Vale (S)	1	F	415
Hope Vale (S)	1	M	477
Ipswich (C)	0	F	16769
Ipswich (C)	0	M	16554
Ipswich (C)	1	F	81168
Ipswich (C)	1	M	79243
Isaac (R)	0	F	1809
Isaac (R)	0	M	2502
Isaac (R)	1	F	7707
Isaac (R)	1	M	8917
Kowanyama (S)	0	F	6
Kowanyama (S)	0	M	3
Kowanyama (S)	1	F	487
Kowanyama (S)	1	M	448
Livingstone (S)	0	F	2110
Livingstone (S)	0	M	2914
Livingstone (S)	1	F	15539
Livingstone (S)	1	M	15707
Lockhart River (S)	0	F	19
Lockhart River (S)	0	M	18
Lockhart River (S)	1	F	341
Lockhart River (S)	1	M	339
Lockyer Valley (R)	0	F	2817
Lockyer Valley (R)	0	M	2986
Lockyer Valley (R)	1	F	16492
Lockyer Valley (R)	1	M	16312
Logan (C)	0	F	31288
Logan (C)	0	M	30873
Logan (C)	1	F	122192
Logan (C)	1	M	119028
Longreach (R)	0	F	230
Longreach (R)	0	M	221
Longreach (R)	1	F	1639
Longreach (R)	1	M	1570
Mackay (R)	0	F	7108
Mackay (R)	0	M	8425
Mackay (R)	1	F	49605
Mackay (R)	1	M	49831
McKinlay (S)	0	F	45
McKinlay (S)	0	M	54
McKinlay (S)	1	F	319
McKinlay (S)	1	M	378
Mapoon (S)	0	F	-2
Mapoon (S)	0	M	3
Mapoon (S)	1	F	159
Mapoon (S)	1	M	148
Maranoa (R)	0	F	802
Maranoa (R)	0	M	930
Maranoa (R)	1	F	5348
Maranoa (R)	1	M	5585
Mareeba (S)	0	F	1696
Mareeba (S)	0	M	2550
Mareeba (S)	1	F	8555
Mareeba (S)	1	M	8760
Moreton Bay (R)	0	F	31663
Moreton Bay (R)	0	M	30683
Moreton Bay (R)	1	F	185473
Moreton Bay (R)	1	M	177487
Mornington (S)	0	F	37
Mornington (S)	0	M	22
Mornington (S)	1	F	542
Mornington (S)	1	M	541
Mount Isa (C)	0	F	1935
Mount Isa (C)	0	M	2136
Mount Isa (C)	1	F	7077
Mount Isa (C)	1	M	7520
Murweh (S)	0	F	258
Murweh (S)	0	M	221
Murweh (S)	1	F	1922
Murweh (S)	1	M	1910
Napranum (S)	0	F	6
Napranum (S)	0	M	11
Napranum (S)	1	F	458
Napranum (S)	1	M	484
Noosa (S)	0	F	3728
Noosa (S)	0	M	3546
Noosa (S)	1	F	23082
Noosa (S)	1	M	21794
North Burnett (R)	0	F	784
North Burnett (R)	0	M	936
North Burnett (R)	1	F	4345
North Burnett (R)	1	M	4417
Northern Peninsula Area (R)	0	F	56
Northern Peninsula Area (R)	0	M	51
Northern Peninsula Area (R)	1	F	1378
Northern Peninsula Area (R)	1	M	1308
Palm Island (S)	0	F	33
Palm Island (S)	0	M	23
Palm Island (S)	1	F	1202
Palm Island (S)	1	M	1186
Paroo (S)	0	F	85
Paroo (S)	0	M	79
Paroo (S)	1	F	739
Paroo (S)	1	M	736
Pormpuraaw (S)	0	F	14
Pormpuraaw (S)	0	M	12
Pormpuraaw (S)	1	F	364
Pormpuraaw (S)	1	M	363
Quilpie (S)	0	F	26
Quilpie (S)	0	M	40
Quilpie (S)	1	F	351
Quilpie (S)	1	M	396
Redland (C)	0	F	9941
Redland (C)	0	M	9602
Redland (C)	1	F	65081
Redland (C)	1	M	62383
Richmond (S)	0	F	44
Richmond (S)	0	M	42
Richmond (S)	1	F	334
Richmond (S)	1	M	368
Rockhampton (R)	0	F	4516
Rockhampton (R)	0	M	5012
Rockhampton (R)	1	F	35805
Rockhampton (R)	1	M	34390
Scenic Rim (R)	0	F	2600
Scenic Rim (R)	0	M	2696
Scenic Rim (R)	1	F	17708
Scenic Rim (R)	1	M	17065
Somerset (R)	0	F	1624
Somerset (R)	0	M	1686
Somerset (R)	1	F	10591
Somerset (R)	1	M	10695
South Burnett (R)	0	F	1630
South Burnett (R)	0	M	1777
South Burnett (R)	1	F	14441
South Burnett (R)	1	M	14334
Southern Downs (R)	0	F	1768
Southern Downs (R)	0	M	1735
Southern Downs (R)	1	F	16063
Southern Downs (R)	1	M	15550
Sunshine Coast (R)	0	F	21374
Sunshine Coast (R)	0	M	19945
Sunshine Coast (R)	1	F	131029
Sunshine Coast (R)	1	M	122020
Tablelands (R)	0	F	1565
Tablelands (R)	0	M	1480
Tablelands (R)	1	F	11052
Tablelands (R)	1	M	10734
Toowoomba (R)	0	F	9880
Toowoomba (R)	0	M	9977
Toowoomba (R)	1	F	72727
Toowoomba (R)	1	M	68189
Torres (S)	0	F	295
Torres (S)	0	M	270
Torres (S)	1	F	1531
Torres (S)	1	M	1518
Torres Strait Island (R)	0	F	77
Torres Strait Island (R)	0	M	121
Torres Strait Island (R)	1	F	2144
Torres Strait Island (R)	1	M	2174
Townsville (C)	0	F	12572
Townsville (C)	0	M	13522
Townsville (C)	1	F	80830
Townsville (C)	1	M	79830
Weipa (T)	0	F	272
Weipa (T)	0	M	290
Weipa (T)	1	F	1534
Weipa (T)	1	M	1807
Western Downs (R)	0	F	2360
Western Downs (R)	0	M	2587
Western Downs (R)	1	F	13962
Western Downs (R)	1	M	14541
Whitsunday (R)	0	F	3461
Whitsunday (R)	0	M	3713
Whitsunday (R)	1	F	12823
Whitsunday (R)	1	M	13782
Winton (S)	0	F	62
Winton (S)	0	M	71
Winton (S)	1	F	476
Winton (S)	1	M	519
Woorabinda (S)	0	F	16
Woorabinda (S)	0	M	17
Woorabinda (S)	1	F	476
Woorabinda (S)	1	M	453
Wujal Wujal (S)	0	F	-3
Wujal Wujal (S)	0	M	4
Wujal Wujal (S)	1	F	151
Wujal Wujal (S)	1	M	127
Yarrabah (S)	0	F	8
Yarrabah (S)	0	M	8
Yarrabah (S)	1	F	1270
Yarrabah (S)	1	M	1270
No usual address (Qld)	0	F	1970
No usual address (Qld)	0	M	2493
No usual address (Qld)	1	F	3602
No usual address (Qld)	1	M	4444
Migratory - Offshore - Shipping (Qld)	0	F	22
Migratory - Offshore - Shipping (Qld)	0	M	15
Migratory - Offshore - Shipping (Qld)	1	F	65
Migratory - Offshore - Shipping (Qld)	1	M	51
Adelaide (C)	0	F	4640
Adelaide (C)	0	M	4925
Adelaide (C)	1	F	6113
Adelaide (C)	1	M	6385
Adelaide Hills (DC)	0	F	1777
Adelaide Hills (DC)	0	M	1747
Adelaide Hills (DC)	1	F	17751
Adelaide Hills (DC)	1	M	17591
Alexandrina (DC)	0	F	1359
Alexandrina (DC)	0	M	1301
Alexandrina (DC)	1	F	11912
Alexandrina (DC)	1	M	11300
Anangu Pitjantjatjara (AC)	0	F	102
Anangu Pitjantjatjara (AC)	0	M	78
Anangu Pitjantjatjara (AC)	1	F	1088
Anangu Pitjantjatjara (AC)	1	M	1002
Barossa (DC)	0	F	1052
Barossa (DC)	0	M	1028
Barossa (DC)	1	F	10869
Barossa (DC)	1	M	10610
Barunga West (DC)	0	F	111
Barunga West (DC)	0	M	110
Barunga West (DC)	1	F	1123
Barunga West (DC)	1	M	1197
Berri and Barmera (DC)	0	F	530
Berri and Barmera (DC)	0	M	544
Berri and Barmera (DC)	1	F	4744
Berri and Barmera (DC)	1	M	4724
Burnside (C)	0	F	3982
Burnside (C)	0	M	3516
Burnside (C)	1	F	19203
Burnside (C)	1	M	17207
Campbelltown (C) (SA)	0	F	4430
Campbelltown (C) (SA)	0	M	4197
Campbelltown (C) (SA)	1	F	21345
Campbelltown (C) (SA)	1	M	20189
Ceduna (DC)	0	F	251
Ceduna (DC)	0	M	217
Ceduna (DC)	1	F	1465
Ceduna (DC)	1	M	1480
Charles Sturt (C)	0	F	8228
Charles Sturt (C)	0	M	7986
Charles Sturt (C)	1	F	48883
Charles Sturt (C)	1	M	46664
Clare and Gilbert Valleys (DC)	0	F	434
Clare and Gilbert Valleys (DC)	0	M	433
Clare and Gilbert Valleys (DC)	1	F	4097
Clare and Gilbert Valleys (DC)	1	M	4055
Cleve (DC)	0	F	70
Cleve (DC)	0	M	73
Cleve (DC)	1	F	773
Cleve (DC)	1	M	852
Coober Pedy (DC)	0	F	212
Coober Pedy (DC)	0	M	208
Coober Pedy (DC)	1	F	589
Coober Pedy (DC)	1	M	754
Copper Coast (DC)	0	F	766
Copper Coast (DC)	0	M	692
Copper Coast (DC)	1	F	6334
Copper Coast (DC)	1	M	6346
Elliston (DC)	0	F	46
Elliston (DC)	0	M	39
Elliston (DC)	1	F	438
Elliston (DC)	1	M	522
Flinders Ranges (DC)	0	F	67
Flinders Ranges (DC)	0	M	60
Flinders Ranges (DC)	1	F	769
Flinders Ranges (DC)	1	M	746
Franklin Harbour (DC)	0	F	79
Franklin Harbour (DC)	0	M	92
Franklin Harbour (DC)	1	F	529
Franklin Harbour (DC)	1	M	593
Gawler (T)	0	F	1337
Gawler (T)	0	M	1167
Gawler (T)	1	F	10600
Gawler (T)	1	M	9931
Goyder (DC)	0	F	196
Goyder (DC)	0	M	210
Goyder (DC)	1	F	1863
Goyder (DC)	1	M	1869
Grant (DC)	0	F	312
Grant (DC)	0	M	804
Grant (DC)	1	F	3378
Grant (DC)	1	M	3703
Holdfast Bay (C)	0	F	2714
Holdfast Bay (C)	0	M	2471
Holdfast Bay (C)	1	F	15800
Holdfast Bay (C)	1	M	14376
Kangaroo Island (DC)	0	F	343
Kangaroo Island (DC)	0	M	337
Kangaroo Island (DC)	1	F	1954
Kangaroo Island (DC)	1	M	2068
Karoonda East Murray (DC)	0	F	52
Karoonda East Murray (DC)	0	M	43
Karoonda East Murray (DC)	1	F	474
Karoonda East Murray (DC)	1	M	523
Kimba (DC)	0	F	42
Kimba (DC)	0	M	49
Kimba (DC)	1	F	474
Kimba (DC)	1	M	494
Kingston (DC) (SA)	0	F	113
Kingston (DC) (SA)	0	M	97
Kingston (DC) (SA)	1	F	1019
Kingston (DC) (SA)	1	M	1118
Light (RegC)	0	F	573
Light (RegC)	0	M	619
Light (RegC)	1	F	6717
Light (RegC)	1	M	6819
Lower Eyre Peninsula (DC)	0	F	217
Lower Eyre Peninsula (DC)	0	M	458
Lower Eyre Peninsula (DC)	1	F	2344
Lower Eyre Peninsula (DC)	1	M	2496
Loxton Waikerie (DC)	0	F	525
Loxton Waikerie (DC)	0	M	510
Loxton Waikerie (DC)	1	F	5222
Loxton Waikerie (DC)	1	M	5227
Mallala (DC)	0	F	458
Mallala (DC)	0	M	469
Mallala (DC)	1	F	3788
Mallala (DC)	1	M	4091
Maralinga Tjarutja (AC)	0	F	3
Maralinga Tjarutja (AC)	0	M	4
Maralinga Tjarutja (AC)	1	F	27
Maralinga Tjarutja (AC)	1	M	21
Marion (C)	0	F	7262
Marion (C)	0	M	6763
Marion (C)	1	F	38741
Marion (C)	1	M	35846
Mid Murray (DC)	0	F	439
Mid Murray (DC)	0	M	667
Mid Murray (DC)	1	F	3581
Mid Murray (DC)	1	M	3950
Mitcham (C)	0	F	4304
Mitcham (C)	0	M	3840
Mitcham (C)	1	F	29227
Mitcham (C)	1	M	27430
Mount Barker (DC)	0	F	1642
Mount Barker (DC)	0	M	1500
Mount Barker (DC)	1	F	15507
Mount Barker (DC)	1	M	14746
Mount Gambier (C)	0	F	1323
Mount Gambier (C)	0	M	1258
Mount Gambier (C)	1	F	12215
Mount Gambier (C)	1	M	11479
Mount Remarkable (DC)	0	F	138
Mount Remarkable (DC)	0	M	144
Mount Remarkable (DC)	1	F	1263
Mount Remarkable (DC)	1	M	1314
Murray Bridge (RC)	0	F	1428
Murray Bridge (RC)	0	M	1877
Murray Bridge (RC)	1	F	8953
Murray Bridge (RC)	1	M	8597
Naracoorte and Lucindale (DC)	0	F	496
Naracoorte and Lucindale (DC)	0	M	641
Naracoorte and Lucindale (DC)	1	F	3488
Naracoorte and Lucindale (DC)	1	M	3667
Northern Areas (DC)	0	F	183
Northern Areas (DC)	0	M	213
Northern Areas (DC)	1	F	2030
Northern Areas (DC)	1	M	2102
Norwood Payneham St Peters (C)	0	F	3600
Norwood Payneham St Peters (C)	0	M	3304
Norwood Payneham St Peters (C)	1	F	14825
Norwood Payneham St Peters (C)	1	M	13627
Onkaparinga (C)	0	F	10194
Onkaparinga (C)	0	M	9605
Onkaparinga (C)	1	F	74961
Onkaparinga (C)	1	M	72005
Orroroo/Carrieton (DC)	0	F	51
Orroroo/Carrieton (DC)	0	M	39
Orroroo/Carrieton (DC)	1	F	398
Orroroo/Carrieton (DC)	1	M	408
Peterborough (DC)	0	F	92
Peterborough (DC)	0	M	92
Peterborough (DC)	1	F	756
Peterborough (DC)	1	M	738
Playford (C)	0	F	6544
Playford (C)	0	M	6419
Playford (C)	1	F	38531
Playford (C)	1	M	37877
Port Adelaide Enfield (C)	0	F	11619
Port Adelaide Enfield (C)	0	M	12287
Port Adelaide Enfield (C)	1	F	49513
Port Adelaide Enfield (C)	1	M	47813
Port Augusta (C)	0	F	767
Port Augusta (C)	0	M	1275
Port Augusta (C)	1	F	6005
Port Augusta (C)	1	M	5761
Port Lincoln (C)	0	F	776
Port Lincoln (C)	0	M	742
Port Lincoln (C)	1	F	6362
Port Lincoln (C)	1	M	6188
Port Pirie City and Dists (M)	0	F	825
Port Pirie City and Dists (M)	0	M	734
Port Pirie City and Dists (M)	1	F	8036
Port Pirie City and Dists (M)	1	M	7767
Prospect (C)	0	F	1631
Prospect (C)	0	M	1755
Prospect (C)	1	F	8595
Prospect (C)	1	M	8541
Renmark Paringa (DC)	0	F	576
Renmark Paringa (DC)	0	M	612
Renmark Paringa (DC)	1	F	4179
Renmark Paringa (DC)	1	M	4108
Robe (DC)	0	F	77
Robe (DC)	0	M	71
Robe (DC)	1	F	598
Robe (DC)	1	M	634
Roxby Downs (M)	0	F	236
Roxby Downs (M)	0	M	360
Roxby Downs (M)	1	F	1427
Roxby Downs (M)	1	M	1857
Salisbury (C)	0	F	11347
Salisbury (C)	0	M	10864
Salisbury (C)	1	F	57882
Salisbury (C)	1	M	57889
Southern Mallee (DC)	0	F	138
Southern Mallee (DC)	0	M	163
Southern Mallee (DC)	1	F	846
Southern Mallee (DC)	1	M	884
Streaky Bay (DC)	0	F	97
Streaky Bay (DC)	0	M	99
Streaky Bay (DC)	1	F	879
Streaky Bay (DC)	1	M	1002
Tatiara (DC)	0	F	424
Tatiara (DC)	0	M	544
Tatiara (DC)	1	F	2715
Tatiara (DC)	1	M	2936
Tea Tree Gully (C)	0	F	5847
Tea Tree Gully (C)	0	M	5260
Tea Tree Gully (C)	1	F	44071
Tea Tree Gully (C)	1	M	42553
The Coorong (DC)	0	F	257
The Coorong (DC)	0	M	256
The Coorong (DC)	1	F	2362
The Coorong (DC)	1	M	2502
Tumby Bay (DC)	0	F	87
Tumby Bay (DC)	0	M	78
Tumby Bay (DC)	1	F	1239
Tumby Bay (DC)	1	M	1203
Unley (C)	0	F	3104
Unley (C)	0	M	2839
Unley (C)	1	F	16845
Unley (C)	1	M	14932
Victor Harbor (C)	0	F	786
Victor Harbor (C)	0	M	699
Victor Harbor (C)	1	F	6963
Victor Harbor (C)	1	M	6215
Wakefield (DC)	0	F	347
Wakefield (DC)	0	M	359
Wakefield (DC)	1	F	2991
Wakefield (DC)	1	M	3106
Walkerville (M)	0	F	619
Walkerville (M)	0	M	547
Walkerville (M)	1	F	3260
Walkerville (M)	1	M	3129
Wattle Range (DC)	0	F	469
Wattle Range (DC)	0	M	510
Wattle Range (DC)	1	F	5315
Wattle Range (DC)	1	M	5383
West Torrens (C)	0	F	5720
West Torrens (C)	0	M	5643
West Torrens (C)	1	F	23926
West Torrens (C)	1	M	22607
Whyalla (C)	0	F	1462
Whyalla (C)	0	M	1473
Whyalla (C)	1	F	9448
Whyalla (C)	1	M	9447
Wudinna (DC)	0	F	63
Wudinna (DC)	0	M	56
Wudinna (DC)	1	F	545
Wudinna (DC)	1	M	583
Yankalilla (DC)	0	F	312
Yankalilla (DC)	0	M	301
Yankalilla (DC)	1	F	2300
Yankalilla (DC)	1	M	2249
Yorke Peninsula (DC)	0	F	396
Yorke Peninsula (DC)	0	M	435
Yorke Peninsula (DC)	1	F	4961
Yorke Peninsula (DC)	1	M	5269
Unincorporated SA	0	F	268
Unincorporated SA	0	M	410
Unincorporated SA	1	F	1102
Unincorporated SA	1	M	1744
No usual address (SA)	0	F	341
No usual address (SA)	0	M	582
No usual address (SA)	1	F	788
No usual address (SA)	1	M	1152
Migratory - Offshore - Shipping (SA)	0	F	0
Migratory - Offshore - Shipping (SA)	0	M	3
Migratory - Offshore - Shipping (SA)	1	F	0
Migratory - Offshore - Shipping (SA)	1	M	3
Albany (C)	0	F	2280
Albany (C)	0	M	2637
Albany (C)	1	F	16248
Albany (C)	1	M	15414
Armadale (C)	0	F	8590
Armadale (C)	0	M	8176
Armadale (C)	1	F	31412
Armadale (C)	1	M	31418
Ashburton (S)	0	F	897
Ashburton (S)	0	M	3272
Ashburton (S)	1	F	2703
Ashburton (S)	1	M	6155
Augusta-Margaret River (S)	0	F	1237
Augusta-Margaret River (S)	0	M	1227
Augusta-Margaret River (S)	1	F	5896
Augusta-Margaret River (S)	1	M	5904
