LGA_NAME16	AustCitizen	Sex	persons
Bassendean (T)	0	F	1295
Bassendean (T)	0	M	1240
Bassendean (T)	1	F	6368
Bassendean (T)	1	M	6187
Bayswater (C)	0	F	7363
Bayswater (C)	0	M	7373
Bayswater (C)	1	F	25138
Bayswater (C)	1	M	24805
Belmont (C)	0	F	6106
Belmont (C)	0	M	6617
Belmont (C)	1	F	13331
Belmont (C)	1	M	13631
Beverley (S)	0	F	138
Beverley (S)	0	M	163
Beverley (S)	1	F	716
Beverley (S)	1	M	726
Boddington (S)	0	F	141
Boddington (S)	0	M	168
Boddington (S)	1	F	727
Boddington (S)	1	M	814
Boyup Brook (S)	0	F	112
Boyup Brook (S)	0	M	103
Boyup Brook (S)	1	F	738
Boyup Brook (S)	1	M	755
Bridgetown-Greenbushes (S)	0	F	325
Bridgetown-Greenbushes (S)	0	M	305
Bridgetown-Greenbushes (S)	1	F	2069
Bridgetown-Greenbushes (S)	1	M	1958
Brookton (S)	0	F	78
Brookton (S)	0	M	77
Brookton (S)	1	F	404
Brookton (S)	1	M	415
Broome (S)	0	F	1593
Broome (S)	0	M	1624
Broome (S)	1	F	6505
Broome (S)	1	M	6493
Broomehill-Tambellup (S)	0	F	92
Broomehill-Tambellup (S)	0	M	91
Broomehill-Tambellup (S)	1	F	472
Broomehill-Tambellup (S)	1	M	488
Bruce Rock (S)	0	F	74
Bruce Rock (S)	0	M	65
Bruce Rock (S)	1	F	375
Bruce Rock (S)	1	M	417
Bunbury (C)	0	F	2730
Bunbury (C)	0	M	2934
Bunbury (C)	1	F	13545
Bunbury (C)	1	M	12711
Busselton (C)	0	F	2602
Busselton (C)	0	M	2501
Busselton (C)	1	F	16185
Busselton (C)	1	M	15407
Cambridge (T)	0	F	2174
Cambridge (T)	0	M	2122
Cambridge (T)	1	F	11483
Cambridge (T)	1	M	11001
Canning (C)	0	F	13395
Canning (C)	0	M	14228
Canning (C)	1	F	31492
Canning (C)	1	M	31066
Capel (S)	0	F	1239
Capel (S)	0	M	1212
Capel (S)	1	F	7494
Capel (S)	1	M	7175
Carnamah (S)	0	F	49
Carnamah (S)	0	M	46
Carnamah (S)	1	F	211
Carnamah (S)	1	M	248
Carnarvon (S)	0	F	618
Carnarvon (S)	0	M	639
Carnarvon (S)	1	F	2023
Carnarvon (S)	1	M	2250
Chapman Valley (S)	0	F	117
Chapman Valley (S)	0	M	121
Chapman Valley (S)	1	F	591
Chapman Valley (S)	1	M	595
Chittering (S)	0	F	408
Chittering (S)	0	M	421
Chittering (S)	1	F	2287
Chittering (S)	1	M	2360
Claremont (T)	0	F	1007
Claremont (T)	0	M	925
Claremont (T)	1	F	4178
Claremont (T)	1	M	3950
Cockburn (C)	0	F	10584
Cockburn (C)	0	M	10676
Cockburn (C)	1	F	42324
Cockburn (C)	1	M	40889
Collie (S)	0	F	562
Collie (S)	0	M	563
Collie (S)	1	F	3801
Collie (S)	1	M	3872
Coolgardie (S)	0	F	426
Coolgardie (S)	0	M	493
Coolgardie (S)	1	F	1254
Coolgardie (S)	1	M	1438
Coorow (S)	0	F	55
Coorow (S)	0	M	63
Coorow (S)	1	F	411
Coorow (S)	1	M	507
Corrigin (S)	0	F	80
Corrigin (S)	0	M	87
Corrigin (S)	1	F	465
Corrigin (S)	1	M	512
Cottesloe (T)	0	F	634
Cottesloe (T)	0	M	613
Cottesloe (T)	1	F	3224
Cottesloe (T)	1	M	3123
Cranbrook (S)	0	F	84
Cranbrook (S)	0	M	98
Cranbrook (S)	1	F	440
Cranbrook (S)	1	M	460
Cuballing (S)	0	F	65
Cuballing (S)	0	M	92
Cuballing (S)	1	F	337
Cuballing (S)	1	M	371
Cue (S)	0	F	27
Cue (S)	0	M	37
Cue (S)	1	F	54
Cue (S)	1	M	70
Cunderdin (S)	0	F	131
Cunderdin (S)	0	M	143
Cunderdin (S)	1	F	517
Cunderdin (S)	1	M	660
Dalwallinu (S)	0	F	143
Dalwallinu (S)	0	M	184
Dalwallinu (S)	1	F	505
Dalwallinu (S)	1	M	598
Dandaragan (S)	0	F	237
Dandaragan (S)	0	M	247
Dandaragan (S)	1	F	1279
Dandaragan (S)	1	M	1451
Dardanup (S)	0	F	964
Dardanup (S)	0	M	1000
Dardanup (S)	1	F	6129
Dardanup (S)	1	M	5938
Denmark (S)	0	F	430
Denmark (S)	0	M	430
Denmark (S)	1	F	2519
Denmark (S)	1	M	2474
Derby-West Kimberley (S)	0	F	531
Derby-West Kimberley (S)	0	M	622
Derby-West Kimberley (S)	1	F	3297
Derby-West Kimberley (S)	1	M	3277
Donnybrook-Balingup (S)	0	F	455
Donnybrook-Balingup (S)	0	M	433
Donnybrook-Balingup (S)	1	F	2517
Donnybrook-Balingup (S)	1	M	2466
Dowerin (S)	0	F	38
Dowerin (S)	0	M	29
Dowerin (S)	1	F	306
Dowerin (S)	1	M	318
Dumbleyung (S)	0	F	56
Dumbleyung (S)	0	M	59
Dumbleyung (S)	1	F	269
Dumbleyung (S)	1	M	292
Dundas (S)	0	F	110
Dundas (S)	0	M	122
Dundas (S)	1	F	238
Dundas (S)	1	M	298
East Fremantle (T)	0	F	534
East Fremantle (T)	0	M	503
East Fremantle (T)	1	F	3300
East Fremantle (T)	1	M	3036
East Pilbara (S)	0	F	919
East Pilbara (S)	0	M	2307
East Pilbara (S)	1	F	2608
East Pilbara (S)	1	M	4753
Esperance (S)	0	F	1179
Esperance (S)	0	M	1202
Esperance (S)	1	F	5891
Esperance (S)	1	M	5963
Exmouth (S)	0	F	222
Exmouth (S)	0	M	234
Exmouth (S)	1	F	1074
Exmouth (S)	1	M	1194
Fremantle (C)	0	F	2864
Fremantle (C)	0	M	2837
Fremantle (C)	1	F	12064
Fremantle (C)	1	M	11128
Gingin (S)	0	F	444
Gingin (S)	0	M	476
Gingin (S)	1	F	2067
Gingin (S)	1	M	2226
Gnowangerup (S)	0	F	99
Gnowangerup (S)	0	M	138
Gnowangerup (S)	1	F	459
Gnowangerup (S)	1	M	516
Goomalling (S)	0	F	64
Goomalling (S)	0	M	74
Goomalling (S)	1	F	454
Goomalling (S)	1	M	441
Gosnells (C)	0	F	14795
Gosnells (C)	0	M	15850
Gosnells (C)	1	F	43271
Gosnells (C)	1	M	44150
Greater Geraldton (C)	0	F	2858
Greater Geraldton (C)	0	M	3080
Greater Geraldton (C)	1	F	16607
Greater Geraldton (C)	1	M	16087
Halls Creek (S)	0	F	246
Halls Creek (S)	0	M	272
Halls Creek (S)	1	F	1416
Halls Creek (S)	1	M	1327
Harvey (S)	0	F	2114
Harvey (S)	0	M	2126
Harvey (S)	1	F	11155
Harvey (S)	1	M	11158
Irwin (S)	0	F	212
Irwin (S)	0	M	189
Irwin (S)	1	F	1560
Irwin (S)	1	M	1610
Jerramungup (S)	0	F	109
Jerramungup (S)	0	M	123
Jerramungup (S)	1	F	387
Jerramungup (S)	1	M	492
Joondalup (C)	0	F	12329
Joondalup (C)	0	M	12545
Joondalup (C)	1	F	65576
Joondalup (C)	1	M	63994
Kalamunda (S)	0	F	4713
Kalamunda (S)	0	M	4687
Kalamunda (S)	1	F	24282
Kalamunda (S)	1	M	23771
Kalgoorlie/Boulder (C)	0	F	3663
Kalgoorlie/Boulder (C)	0	M	4083
Kalgoorlie/Boulder (C)	1	F	10721
Kalgoorlie/Boulder (C)	1	M	11592
Karratha (C)	0	F	2199
Karratha (C)	0	M	3189
Karratha (C)	1	F	7334
Karratha (C)	1	M	8754
Katanning (S)	0	F	471
Katanning (S)	0	M	521
Katanning (S)	1	F	1559
Katanning (S)	1	M	1603
Kellerberrin (S)	0	F	86
Kellerberrin (S)	0	M	88
Kellerberrin (S)	1	F	525
Kellerberrin (S)	1	M	528
Kent (S)	0	F	51
Kent (S)	0	M	62
Kent (S)	1	F	196
Kent (S)	1	M	256
Kojonup (S)	0	F	176
Kojonup (S)	0	M	179
Kojonup (S)	1	F	804
Kojonup (S)	1	M	826
Kondinin (S)	0	F	58
Kondinin (S)	0	M	74
Kondinin (S)	1	F	335
Kondinin (S)	1	M	404
Koorda (S)	0	F	20
Koorda (S)	0	M	20
Koorda (S)	1	F	178
Koorda (S)	1	M	197
Kulin (S)	0	F	48
Kulin (S)	0	M	57
Kulin (S)	1	F	314
Kulin (S)	1	M	346
Kwinana (C)	0	F	4655
Kwinana (C)	0	M	5535
Kwinana (C)	1	F	14293
Kwinana (C)	1	M	14435
Lake Grace (S)	0	F	94
Lake Grace (S)	0	M	82
Lake Grace (S)	1	F	507
Lake Grace (S)	1	M	581
Laverton (S)	0	F	87
Laverton (S)	0	M	264
Laverton (S)	1	F	281
Laverton (S)	1	M	526
Leonora (S)	0	F	164
Leonora (S)	0	M	316
Leonora (S)	1	F	362
Leonora (S)	1	M	567
Mandurah (C)	0	F	7431
Mandurah (C)	0	M	7158
Mandurah (C)	1	F	34189
Mandurah (C)	1	M	32030
Manjimup (S)	0	F	649
Manjimup (S)	0	M	611
Manjimup (S)	1	F	3940
Manjimup (S)	1	M	4053
Meekatharra (S)	0	F	123
Meekatharra (S)	0	M	176
Meekatharra (S)	1	F	311
Meekatharra (S)	1	M	456
Melville (C)	0	F	8704
Melville (C)	0	M	8185
Melville (C)	1	F	42078
Melville (C)	1	M	39114
Menzies (S)	0	F	29
Menzies (S)	0	M	80
Menzies (S)	1	F	148
Menzies (S)	1	M	231
Merredin (S)	0	F	217
Merredin (S)	0	M	341
Merredin (S)	1	F	1370
Merredin (S)	1	M	1420
Mingenew (S)	0	F	25
Mingenew (S)	0	M	31
Mingenew (S)	1	F	174
Mingenew (S)	1	M	226
Moora (S)	0	F	175
Moora (S)	0	M	187
Moora (S)	1	F	995
Moora (S)	1	M	1072
Morawa (S)	0	F	49
Morawa (S)	0	M	49
Morawa (S)	1	F	303
Morawa (S)	1	M	352
Mosman Park (T)	0	F	944
Mosman Park (T)	0	M	879
Mosman Park (T)	1	F	3749
Mosman Park (T)	1	M	3179
Mount Magnet (S)	0	F	73
Mount Magnet (S)	0	M	85
Mount Magnet (S)	1	F	143
Mount Magnet (S)	1	M	177
Mount Marshall (S)	0	F	37
Mount Marshall (S)	0	M	41
Mount Marshall (S)	1	F	204
Mount Marshall (S)	1	M	243
Mukinbudin (S)	0	F	30
Mukinbudin (S)	0	M	34
Mukinbudin (S)	1	F	229
Mukinbudin (S)	1	M	261
Mundaring (S)	0	F	2314
Mundaring (S)	0	M	4181
Mundaring (S)	1	F	15943
Mundaring (S)	1	M	15719
Murchison (S)	0	F	18
Murchison (S)	0	M	31
Murchison (S)	1	F	51
Murchison (S)	1	M	56
Murray (S)	0	F	1158
Murray (S)	0	M	1244
Murray (S)	1	F	7177
Murray (S)	1	M	7121
Nannup (S)	0	F	97
Nannup (S)	0	M	89
Nannup (S)	1	F	544
Nannup (S)	1	M	596
Narembeen (S)	0	F	70
Narembeen (S)	0	M	55
Narembeen (S)	1	F	328
Narembeen (S)	1	M	353
Narrogin (S)	0	F	443
Narrogin (S)	0	M	401
Narrogin (S)	1	F	2199
Narrogin (S)	1	M	2118
Nedlands (C)	0	F	1577
Nedlands (C)	0	M	1508
Nedlands (C)	1	F	9111
Nedlands (C)	1	M	8917
Ngaanyatjarraku (S)	0	F	74
Ngaanyatjarraku (S)	0	M	80
Ngaanyatjarraku (S)	1	F	747
Ngaanyatjarraku (S)	1	M	704
Northam (S)	0	F	812
Northam (S)	0	M	1278
Northam (S)	1	F	4575
Northam (S)	1	M	4445
Northampton (S)	0	F	221
Northampton (S)	0	M	231
Northampton (S)	1	F	1367
Northampton (S)	1	M	1501
Nungarin (S)	0	F	12
Nungarin (S)	0	M	17
Nungarin (S)	1	F	106
Nungarin (S)	1	M	115
Peppermint Grove (S)	0	F	143
Peppermint Grove (S)	0	M	111
Peppermint Grove (S)	1	F	800
Peppermint Grove (S)	1	M	581
Perenjori (S)	0	F	38
Perenjori (S)	0	M	78
Perenjori (S)	1	F	181
Perenjori (S)	1	M	319
Perth (C)	0	F	5635
Perth (C)	0	M	5835
Perth (C)	1	F	4697
Perth (C)	1	M	5628
Pingelly (S)	0	F	92
Pingelly (S)	0	M	84
Pingelly (S)	1	F	474
Pingelly (S)	1	M	498
Plantagenet (S)	0	F	350
Plantagenet (S)	0	M	479
Plantagenet (S)	1	F	2117
Plantagenet (S)	1	M	2135
Port Hedland (T)	0	F	1928
Port Hedland (T)	0	M	2094
Port Hedland (T)	1	F	4816
Port Hedland (T)	1	M	5633
Quairading (S)	0	F	80
Quairading (S)	0	M	91
Quairading (S)	1	F	436
Quairading (S)	1	M	413
Ravensthorpe (S)	0	F	161
Ravensthorpe (S)	0	M	202
Ravensthorpe (S)	1	F	629
Ravensthorpe (S)	1	M	739
Rockingham (C)	0	F	13190
Rockingham (C)	0	M	13430
Rockingham (C)	1	F	49893
Rockingham (C)	1	M	48598
Sandstone (S)	0	F	7
Sandstone (S)	0	M	10
Sandstone (S)	1	F	27
Sandstone (S)	1	M	43
Serpentine-Jarrahdale (S)	0	F	2253
Serpentine-Jarrahdale (S)	0	M	2575
Serpentine-Jarrahdale (S)	1	F	10971
Serpentine-Jarrahdale (S)	1	M	11037
Shark Bay (S)	0	F	73
Shark Bay (S)	0	M	92
Shark Bay (S)	1	F	360
Shark Bay (S)	1	M	418
South Perth (C)	0	F	4977
South Perth (C)	0	M	4872
South Perth (C)	1	F	16463
South Perth (C)	1	M	15672
Stirling (C)	0	F	23633
Stirling (C)	0	M	23545
Stirling (C)	1	F	83909
Stirling (C)	1	M	79119
Subiaco (C)	0	F	2728
Subiaco (C)	0	M	2758
Subiaco (C)	1	F	7206
Subiaco (C)	1	M	6663
Swan (C)	0	F	13619
Swan (C)	0	M	12940
Swan (C)	1	F	53753
Swan (C)	1	M	53540
Tammin (S)	0	F	30
Tammin (S)	0	M	39
Tammin (S)	1	F	155
Tammin (S)	1	M	178
Three Springs (S)	0	F	55
Three Springs (S)	0	M	45
Three Springs (S)	1	F	235
Three Springs (S)	1	M	261
Toodyay (S)	0	F	330
Toodyay (S)	0	M	353
Toodyay (S)	1	F	1858
Toodyay (S)	1	M	1892
Trayning (S)	0	F	28
Trayning (S)	0	M	33
Trayning (S)	1	F	125
Trayning (S)	1	M	158
Upper Gascoyne (S)	0	F	13
Upper Gascoyne (S)	0	M	23
Upper Gascoyne (S)	1	F	106
Upper Gascoyne (S)	1	M	135
Victoria Park (T)	0	F	5505
Victoria Park (T)	0	M	5565
Victoria Park (T)	1	F	12057
Victoria Park (T)	1	M	11864
Victoria Plains (S)	0	F	76
Victoria Plains (S)	0	M	104
Victoria Plains (S)	1	F	341
Victoria Plains (S)	1	M	390
Vincent (C)	0	F	4055
Vincent (C)	0	M	4090
Vincent (C)	1	F	12836
Vincent (C)	1	M	12717
Wagin (S)	0	F	152
Wagin (S)	0	M	150
Wagin (S)	1	F	789
Wagin (S)	1	M	757
Wandering (S)	0	F	36
Wandering (S)	0	M	29
Wandering (S)	1	F	183
Wandering (S)	1	M	197
Wanneroo (C)	0	F	20570
Wanneroo (C)	0	M	20456
Wanneroo (C)	1	F	74629
Wanneroo (C)	1	M	72559
Waroona (S)	0	F	385
Waroona (S)	0	M	315
Waroona (S)	1	F	1691
Waroona (S)	1	M	1756
West Arthur (S)	0	F	58
West Arthur (S)	0	M	53
West Arthur (S)	1	F	334
West Arthur (S)	1	M	365
Westonia (S)	0	F	20
Westonia (S)	0	M	41
Westonia (S)	1	F	101
Westonia (S)	1	M	141
Wickepin (S)	0	F	38
Wickepin (S)	0	M	44
Wickepin (S)	1	F	305
Wickepin (S)	1	M	334
Williams (S)	0	F	54
Williams (S)	0	M	78
Williams (S)	1	F	404
Williams (S)	1	M	443
Wiluna (S)	0	F	51
Wiluna (S)	0	M	167
Wiluna (S)	1	F	186
Wiluna (S)	1	M	343
Wongan-Ballidu (S)	0	F	61
Wongan-Ballidu (S)	0	M	77
Wongan-Ballidu (S)	1	F	560
Wongan-Ballidu (S)	1	M	631
Woodanilling (S)	0	F	27
Woodanilling (S)	0	M	20
Woodanilling (S)	1	F	167
Woodanilling (S)	1	M	195
Wyalkatchem (S)	0	F	35
Wyalkatchem (S)	0	M	40
Wyalkatchem (S)	1	F	203
Wyalkatchem (S)	1	M	231
Wyndham-East Kimberley (S)	0	F	724
Wyndham-East Kimberley (S)	0	M	687
Wyndham-East Kimberley (S)	1	F	2894
Wyndham-East Kimberley (S)	1	M	2847
Yalgoo (S)	0	F	36
Yalgoo (S)	0	M	73
Yalgoo (S)	1	F	84
Yalgoo (S)	1	M	148
Yilgarn (S)	0	F	98
Yilgarn (S)	0	M	172
Yilgarn (S)	1	F	373
Yilgarn (S)	1	M	559
York (S)	0	F	288
York (S)	0	M	290
York (S)	1	F	1505
York (S)	1	M	1516
No usual address (WA)	0	F	968
No usual address (WA)	0	M	1399
No usual address (WA)	1	F	1447
No usual address (WA)	1	M	2133
Migratory - Offshore - Shipping (WA)	0	F	6
Migratory - Offshore - Shipping (WA)	0	M	158
Migratory - Offshore - Shipping (WA)	1	F	20
Migratory - Offshore - Shipping (WA)	1	M	250
Break O'Day (M)	0	F	321
Break O'Day (M)	0	M	334
Break O'Day (M)	1	F	2687
Break O'Day (M)	1	M	2762
Brighton (M)	0	F	738
Brighton (M)	0	M	675
Brighton (M)	1	F	7718
Brighton (M)	1	M	7386
Burnie (C)	0	F	858
Burnie (C)	0	M	797
Burnie (C)	1	F	8951
Burnie (C)	1	M	8287
Central Coast (M) (Tas.)	0	F	923
Central Coast (M) (Tas.)	0	M	887
Central Coast (M) (Tas.)	1	F	10060
Central Coast (M) (Tas.)	1	M	9498
Central Highlands (M) (Tas.)	0	F	82
Central Highlands (M) (Tas.)	0	M	119
Central Highlands (M) (Tas.)	1	F	916
Central Highlands (M) (Tas.)	1	M	1022
Circular Head (M)	0	F	435
Circular Head (M)	0	M	473
Circular Head (M)	1	F	3441
Circular Head (M)	1	M	3573
Clarence (C)	0	F	2345
Clarence (C)	0	M	2683
Clarence (C)	1	F	25889
Clarence (C)	1	M	23904
Derwent Valley (M)	0	F	442
Derwent Valley (M)	0	M	454
Derwent Valley (M)	1	F	4569
Derwent Valley (M)	1	M	4561
Devonport (C)	0	F	1135
Devonport (C)	0	M	1027
Devonport (C)	1	F	11896
Devonport (C)	1	M	10641
Dorset (M)	0	F	309
Dorset (M)	0	M	344
Dorset (M)	1	F	2989
Dorset (M)	1	M	2974
Flinders (M) (Tas.)	0	F	37
Flinders (M) (Tas.)	0	M	47
Flinders (M) (Tas.)	1	F	375
Flinders (M) (Tas.)	1	M	443
George Town (M)	0	F	426
George Town (M)	0	M	429
George Town (M)	1	F	2965
George Town (M)	1	M	2946
Glamorgan/Spring Bay (M)	0	F	287
Glamorgan/Spring Bay (M)	0	M	247
Glamorgan/Spring Bay (M)	1	F	1872
Glamorgan/Spring Bay (M)	1	M	1991
Glenorchy (C)	0	F	2793
Glenorchy (C)	0	M	2654
Glenorchy (C)	1	F	21070
Glenorchy (C)	1	M	19734
Hobart (C)	0	F	4395
Hobart (C)	0	M	4383
Hobart (C)	1	F	21471
Hobart (C)	1	M	20190
Huon Valley (M)	0	F	866
Huon Valley (M)	0	M	866
Huon Valley (M)	1	F	7253
Huon Valley (M)	1	M	7213
Kentish (M)	0	F	308
Kentish (M)	0	M	325
Kentish (M)	1	F	2685
Kentish (M)	1	M	2808
King Island (M)	0	F	117
King Island (M)	0	M	101
King Island (M)	1	F	659
King Island (M)	1	M	709
Kingborough (M)	0	F	1795
Kingborough (M)	0	M	1710
Kingborough (M)	1	F	16730
Kingborough (M)	1	M	15617
Latrobe (M) (Tas.)	0	F	458
Latrobe (M) (Tas.)	0	M	461
Latrobe (M) (Tas.)	1	F	4989
Latrobe (M) (Tas.)	1	M	4795
Launceston (C)	0	F	4335
Launceston (C)	0	M	4227
Launceston (C)	1	F	29371
Launceston (C)	1	M	27342
Meander Valley (M)	0	F	952
Meander Valley (M)	0	M	879
Meander Valley (M)	1	F	8905
Meander Valley (M)	1	M	8546
Northern Midlands (M)	0	F	613
Northern Midlands (M)	0	M	608
Northern Midlands (M)	1	F	5845
Northern Midlands (M)	1	M	5751
Sorell (M)	0	F	683
Sorell (M)	0	M	660
Sorell (M)	1	F	6599
Sorell (M)	1	M	6474
Southern Midlands (M)	0	F	270
Southern Midlands (M)	0	M	277
Southern Midlands (M)	1	F	2660
Southern Midlands (M)	1	M	2839
Tasman (M)	0	F	178
Tasman (M)	0	M	159
Tasman (M)	1	F	976
Tasman (M)	1	M	1063
Waratah/Wynyard (M)	0	F	629
Waratah/Wynyard (M)	0	M	623
Waratah/Wynyard (M)	1	F	6232
Waratah/Wynyard (M)	1	M	6096
West Coast (M)	0	F	228
West Coast (M)	0	M	246
West Coast (M)	1	F	1764
West Coast (M)	1	M	1913
West Tamar (M)	0	F	1129
West Tamar (M)	0	M	1082
West Tamar (M)	1	F	10460
West Tamar (M)	1	M	10049
No usual address (Tas.)	0	F	92
No usual address (Tas.)	0	M	161
No usual address (Tas.)	1	F	301
No usual address (Tas.)	1	M	363
Migratory - Offshore - Shipping (Tas.)	0	F	2
Migratory - Offshore - Shipping (Tas.)	0	M	15
Migratory - Offshore - Shipping (Tas.)	1	F	19
Migratory - Offshore - Shipping (Tas.)	1	M	34
Alice Springs (T)	0	F	3186
Alice Springs (T)	0	M	3051
Alice Springs (T)	1	F	9435
Alice Springs (T)	1	M	9080
Barkly (R)	0	F	337
Barkly (R)	0	M	453
Barkly (R)	1	F	2894
Barkly (R)	1	M	2972
Belyuen (S)	0	F	-1
Belyuen (S)	0	M	8
Belyuen (S)	1	F	72
Belyuen (S)	1	M	84
Central Desert (R)	0	F	131
Central Desert (R)	0	M	116
Central Desert (R)	1	F	1763
Central Desert (R)	1	M	1664
Coomalie (S)	0	F	141
Coomalie (S)	0	M	180
Coomalie (S)	1	F	482
Coomalie (S)	1	M	513
Darwin (C)	0	F	10313
Darwin (C)	0	M	10809
Darwin (C)	1	F	28042
Darwin (C)	1	M	29637
East Arnhem (R)	0	F	134
East Arnhem (R)	0	M	119
East Arnhem (R)	1	F	4417
East Arnhem (R)	1	M	4359
Katherine (T)	0	F	1139
Katherine (T)	0	M	1255
Katherine (T)	1	F	3519
Katherine (T)	1	M	3807
Litchfield (M)	0	F	1685
Litchfield (M)	0	M	3992
Litchfield (M)	1	F	8004
Litchfield (M)	1	M	10177
MacDonnell (R)	0	F	317
MacDonnell (R)	0	M	798
MacDonnell (R)	1	F	2574
MacDonnell (R)	1	M	2346
Palmerston (C)	0	F	3147
Palmerston (C)	0	M	2987
Palmerston (C)	1	F	13602
Palmerston (C)	1	M	14055
Roper Gulf (R)	0	F	271
Roper Gulf (R)	0	M	280
Roper Gulf (R)	1	F	2911
Roper Gulf (R)	1	M	3040
Tiwi Islands (R)	0	F	51
Tiwi Islands (R)	0	M	63
Tiwi Islands (R)	1	F	1175
Tiwi Islands (R)	1	M	1164
Victoria Daly (R)	0	F	216
Victoria Daly (R)	0	M	221
Victoria Daly (R)	1	F	1153
Victoria Daly (R)	1	M	1224
Wagait (S)	0	F	21
Wagait (S)	0	M	23
Wagait (S)	1	F	205
Wagait (S)	1	M	214
West Arnhem (R)	0	F	300
West Arnhem (R)	0	M	306
West Arnhem (R)	1	F	2732
West Arnhem (R)	1	M	2853
West Daly (R)	0	F	81
West Daly (R)	0	M	83
West Daly (R)	1	F	1532
West Daly (R)	1	M	1471
Unincorporated NT	0	F	835
Unincorporated NT	0	M	1054
Unincorporated NT	1	F	2297
Unincorporated NT	1	M	2724
No usual address (NT)	0	F	344
No usual address (NT)	0	M	387
No usual address (NT)	1	F	813
No usual address (NT)	1	M	945
Migratory - Offshore - Shipping (NT)	0	F	7
Migratory - Offshore - Shipping (NT)	0	M	50
Migratory - Offshore - Shipping (NT)	1	F	7
Migratory - Offshore - Shipping (NT)	1	M	11
Unincorporated ACT	0	F	31288
Unincorporated ACT	0	M	29990
Unincorporated ACT	1	F	170137
Unincorporated ACT	1	M	165442
No usual address (ACT)	0	F	62
No usual address (ACT)	0	M	104
No usual address (ACT)	1	F	166
No usual address (ACT)	1	M	208
Migratory - Offshore - Shipping (ACT)	0	F	0
Migratory - Offshore - Shipping (ACT)	0	M	0
Migratory - Offshore - Shipping (ACT)	1	F	0
Migratory - Offshore - Shipping (ACT)	1	M	0
Unincorp. Other Territories	0	F	520
Unincorp. Other Territories	0	M	740
Unincorp. Other Territories	1	F	1570
Unincorp. Other Territories	1	M	1692
No usual address (OT)	0	F	9
No usual address (OT)	0	M	5
No usual address (OT)	1	F	19
No usual address (OT)	1	M	16
Migratory - Offshore - Shipping (OT)	0	F	0
Migratory - Offshore - Shipping (OT)	0	M	0
Migratory - Offshore - Shipping (OT)	1	F	0
Migratory - Offshore - Shipping (OT)	1	M	3
