LGA_NAME16	BornAust	Sex	persons
Mount Alexander (S)	1	F	7437
Mount Alexander (S)	1	M	7411
Moyne (S)	0	F	623
Moyne (S)	0	M	572
Moyne (S)	1	F	6893
Moyne (S)	1	M	6950
Murrindindi (S)	0	F	753
Murrindindi (S)	0	M	767
Murrindindi (S)	1	F	5344
Murrindindi (S)	1	M	5519
Nillumbik (S)	0	F	4835
Nillumbik (S)	0	M	4716
Nillumbik (S)	1	F	24771
Nillumbik (S)	1	M	24185
Northern Grampians (S)	0	F	454
Northern Grampians (S)	0	M	393
Northern Grampians (S)	1	F	4827
Northern Grampians (S)	1	M	4810
Port Phillip (C)	0	F	16332
Port Phillip (C)	0	M	15543
Port Phillip (C)	1	F	29956
Port Phillip (C)	1	M	28471
Pyrenees (S)	0	F	315
Pyrenees (S)	0	M	360
Pyrenees (S)	1	F	2751
Pyrenees (S)	1	M	3118
Queenscliffe (B)	0	F	148
Queenscliffe (B)	0	M	150
Queenscliffe (B)	1	F	1232
Queenscliffe (B)	1	M	1048
South Gippsland (S)	0	F	1685
South Gippsland (S)	0	M	1462
South Gippsland (S)	1	F	11627
South Gippsland (S)	1	M	11337
Southern Grampians (S)	0	F	644
Southern Grampians (S)	0	M	533
Southern Grampians (S)	1	F	6890
Southern Grampians (S)	1	M	6626
Stonnington (C)	0	F	17406
Stonnington (C)	0	M	15327
Stonnington (C)	1	F	32951
Stonnington (C)	1	M	30206
Strathbogie (S)	0	F	490
Strathbogie (S)	0	M	434
Strathbogie (S)	1	F	4198
Strathbogie (S)	1	M	4144
Surf Coast (S)	0	F	1710
Surf Coast (S)	0	M	1645
Surf Coast (S)	1	F	12185
Surf Coast (S)	1	M	11983
Swan Hill (RC)	0	F	1186
Swan Hill (RC)	0	M	1210
Swan Hill (RC)	1	F	7661
Swan Hill (RC)	1	M	7701
Towong (S)	0	F	258
Towong (S)	0	M	224
Towong (S)	1	F	2401
Towong (S)	1	M	2556
Wangaratta (RC)	0	F	1182
Wangaratta (RC)	0	M	1097
Wangaratta (RC)	1	F	12272
Wangaratta (RC)	1	M	11439
Warrnambool (C)	0	F	1405
Warrnambool (C)	0	M	1326
Warrnambool (C)	1	F	14696
Warrnambool (C)	1	M	13573
Wellington (S)	0	F	2252
Wellington (S)	0	M	2303
Wellington (S)	1	F	17150
Wellington (S)	1	M	17475
West Wimmera (S)	0	F	125
West Wimmera (S)	0	M	112
West Wimmera (S)	1	F	1676
West Wimmera (S)	1	M	1724
Whitehorse (C)	0	F	32711
Whitehorse (C)	0	M	29635
Whitehorse (C)	1	F	47651
Whitehorse (C)	1	M	45109
Whittlesea (C)	0	F	35336
Whittlesea (C)	0	M	34805
Whittlesea (C)	1	F	58440
Whittlesea (C)	1	M	56867
Wodonga (C)	0	F	2019
Wodonga (C)	0	M	1934
Wodonga (C)	1	F	16645
Wodonga (C)	1	M	16035
Wyndham (C)	0	F	45207
Wyndham (C)	0	M	45041
Wyndham (C)	1	F	56937
Wyndham (C)	1	M	57611
Yarra (C)	0	F	13355
Yarra (C)	0	M	11782
Yarra (C)	1	F	26959
Yarra (C)	1	M	26099
Yarra Ranges (S)	0	F	12557
Yarra Ranges (S)	0	M	11865
Yarra Ranges (S)	1	F	58818
Yarra Ranges (S)	1	M	57731
Yarriambiack (S)	0	F	209
Yarriambiack (S)	0	M	187
Yarriambiack (S)	1	F	2787
Yarriambiack (S)	1	M	2866
Unincorporated Vic	0	F	85
Unincorporated Vic	0	M	71
Unincorporated Vic	1	F	211
Unincorporated Vic	1	M	282
No usual address (Vic.)	0	F	952
No usual address (Vic.)	0	M	1057
No usual address (Vic.)	1	F	1804
No usual address (Vic.)	1	M	2581
Migratory - Offshore - Shipping (Vic.)	0	F	4
Migratory - Offshore - Shipping (Vic.)	0	M	6
Migratory - Offshore - Shipping (Vic.)	1	M	17
Aurukun (S)	0	F	10
Aurukun (S)	0	M	8
Aurukun (S)	1	F	612
Aurukun (S)	1	M	608
Balonne (S)	0	F	140
Balonne (S)	0	M	129
Balonne (S)	1	F	1801
Balonne (S)	1	M	1908
Banana (S)	0	F	564
Banana (S)	0	M	611
Banana (S)	1	F	5760
Banana (S)	1	M	6081
Barcaldine (R)	0	F	91
Barcaldine (R)	0	M	74
Barcaldine (R)	1	F	1213
Barcaldine (R)	1	M	1240
Barcoo (S)	0	F	5
Barcoo (S)	0	M	3
Barcoo (S)	1	F	105
Barcoo (S)	1	M	132
Blackall-Tambo (R)	0	F	52
Blackall-Tambo (R)	0	M	37
Blackall-Tambo (R)	1	F	838
Blackall-Tambo (R)	1	M	849
Boulia (S)	0	F	18
Boulia (S)	0	M	7
Boulia (S)	1	F	146
Boulia (S)	1	M	175
Brisbane (C)	0	F	177769
Brisbane (C)	0	M	168577
Brisbane (C)	1	F	364182
Brisbane (C)	1	M	354980
Bulloo (S)	0	F	9
Bulloo (S)	0	M	13
Bulloo (S)	1	F	138
Bulloo (S)	1	M	156
Bundaberg (R)	0	F	5802
Bundaberg (R)	0	M	5305
Bundaberg (R)	1	F	37741
Bundaberg (R)	1	M	36729
Burdekin (S)	0	F	721
Burdekin (S)	0	M	702
Burdekin (S)	1	F	6984
Burdekin (S)	1	M	7238
Burke (S)	0	F	15
Burke (S)	0	M	8
Burke (S)	1	F	103
Burke (S)	1	M	135
Cairns (R)	0	F	18051
Cairns (R)	0	M	15646
Cairns (R)	1	F	53973
Cairns (R)	1	M	54043
Carpentaria (S)	0	F	75
Carpentaria (S)	0	M	69
Carpentaria (S)	1	F	777
Carpentaria (S)	1	M	818
Cassowary Coast (R)	0	F	2058
Cassowary Coast (R)	0	M	1940
Cassowary Coast (R)	1	F	10423
Cassowary Coast (R)	1	M	11178
Central Highlands (R) (Qld)	0	F	1513
Central Highlands (R) (Qld)	0	M	1525
Central Highlands (R) (Qld)	1	F	10127
Central Highlands (R) (Qld)	1	M	11108
Charters Towers (R)	0	F	371
Charters Towers (R)	0	M	295
Charters Towers (R)	1	F	4960
Charters Towers (R)	1	M	4938
Cherbourg (S)	0	F	3
Cherbourg (S)	0	M	3
Cherbourg (S)	1	F	628
Cherbourg (S)	1	M	621
Cloncurry (S)	0	F	118
Cloncurry (S)	0	M	146
Cloncurry (S)	1	F	1005
Cloncurry (S)	1	M	1297
Cook (S)	0	F	297
Cook (S)	0	M	285
Cook (S)	1	F	1366
Cook (S)	1	M	1604
Croydon (S)	0	F	9
Croydon (S)	1	F	100
Croydon (S)	1	M	96
Diamantina (S)	0	F	10
Diamantina (S)	0	M	8
Diamantina (S)	1	F	97
Diamantina (S)	1	M	119
Doomadgee (S)	0	F	7
Doomadgee (S)	0	M	17
Doomadgee (S)	1	F	679
Doomadgee (S)	1	M	684
Douglas (S)	0	F	1246
Douglas (S)	0	M	1110
Douglas (S)	1	F	3630
Douglas (S)	1	M	3982
Etheridge (S)	0	F	32
Etheridge (S)	0	M	24
Etheridge (S)	1	F	290
Etheridge (S)	1	M	361
Flinders (S) (Qld)	0	F	35
Flinders (S) (Qld)	0	M	36
Flinders (S) (Qld)	1	F	642
Flinders (S) (Qld)	1	M	659
Fraser Coast (R)	0	F	7575
Fraser Coast (R)	0	M	6581
Fraser Coast (R)	1	F	39967
Fraser Coast (R)	1	M	38906
Gladstone (R)	0	F	4436
Gladstone (R)	0	M	4483
Gladstone (R)	1	F	23206
Gladstone (R)	1	M	24545
Gold Coast (C)	0	F	82559
Gold Coast (C)	0	M	74625
Gold Coast (C)	1	F	181071
Gold Coast (C)	1	M	173936
Goondiwindi (R)	0	F	343
Goondiwindi (R)	0	M	290
Goondiwindi (R)	1	F	4375
Goondiwindi (R)	1	M	4437
Gympie (R)	0	F	2839
Gympie (R)	0	M	2496
Gympie (R)	1	F	19873
Gympie (R)	1	M	19806
Hinchinbrook (S)	0	F	553
Hinchinbrook (S)	0	M	497
Hinchinbrook (S)	1	F	4303
Hinchinbrook (S)	1	M	4579
Hope Vale (S)	0	F	3
Hope Vale (S)	0	M	13
Hope Vale (S)	1	F	410
Hope Vale (S)	1	M	472
Ipswich (C)	0	F	19950
Ipswich (C)	0	M	19060
Ipswich (C)	1	F	71241
Ipswich (C)	1	M	69998
Isaac (R)	0	F	1047
Isaac (R)	0	M	1048
Isaac (R)	1	F	7233
Isaac (R)	1	M	8374
Kowanyama (S)	0	F	8
Kowanyama (S)	0	M	10
Kowanyama (S)	1	F	482
Kowanyama (S)	1	M	440
Livingstone (S)	0	F	1919
Livingstone (S)	0	M	1733
Livingstone (S)	1	F	14306
Livingstone (S)	1	M	15098
Lockhart River (S)	0	F	5
Lockhart River (S)	0	M	4
Lockhart River (S)	1	F	340
Lockhart River (S)	1	M	336
Lockyer Valley (R)	0	F	2598
Lockyer Valley (R)	0	M	2412
Lockyer Valley (R)	1	F	14937
Lockyer Valley (R)	1	M	15240
Logan (C)	0	F	42522
Logan (C)	0	M	40356
Logan (C)	1	F	100419
Logan (C)	1	M	99239
Longreach (R)	0	F	140
Longreach (R)	0	M	115
Longreach (R)	1	F	1536
Longreach (R)	1	M	1497
Mackay (R)	0	F	6999
Mackay (R)	0	M	6470
Mackay (R)	1	F	45503
Mackay (R)	1	M	46104
McKinlay (S)	0	F	24
McKinlay (S)	0	M	32
McKinlay (S)	1	F	307
McKinlay (S)	1	M	361
Mapoon (S)	0	M	3
Mapoon (S)	1	F	159
Mapoon (S)	1	M	144
Maranoa (R)	0	F	446
Maranoa (R)	0	M	453
Maranoa (R)	1	F	5077
Maranoa (R)	1	M	5320
Mareeba (S)	0	F	1842
Mareeba (S)	0	M	1733
Mareeba (S)	1	F	7224
Mareeba (S)	1	M	8324
Moreton Bay (R)	0	F	43400
Moreton Bay (R)	0	M	39996
Moreton Bay (R)	1	F	160475
Moreton Bay (R)	1	M	155584
Mornington (S)	0	F	17
Mornington (S)	0	M	18
Mornington (S)	1	F	534
Mornington (S)	1	M	533
Mount Isa (C)	0	F	1500
Mount Isa (C)	0	M	1513
Mount Isa (C)	1	F	6394
Mount Isa (C)	1	M	6916
Murweh (S)	0	F	158
Murweh (S)	0	M	132
Murweh (S)	1	F	1826
Murweh (S)	1	M	1827
Napranum (S)	0	F	6
Napranum (S)	0	M	9
Napranum (S)	1	F	450
Napranum (S)	1	M	476
Noosa (S)	0	F	5972
Noosa (S)	0	M	5299
Noosa (S)	1	F	19110
Noosa (S)	1	M	18275
North Burnett (R)	0	F	467
North Burnett (R)	0	M	510
North Burnett (R)	1	F	4046
North Burnett (R)	1	M	4125
Northern Peninsula Area (R)	0	F	37
Northern Peninsula Area (R)	0	M	46
Northern Peninsula Area (R)	1	F	1356
Northern Peninsula Area (R)	1	M	1276
Palm Island (S)	0	F	27
Palm Island (S)	0	M	13
Palm Island (S)	1	F	1191
Palm Island (S)	1	M	1174
Paroo (S)	0	F	33
Paroo (S)	0	M	37
Paroo (S)	1	F	719
Paroo (S)	1	M	705
Pormpuraaw (S)	0	F	18
Pormpuraaw (S)	0	M	12
Pormpuraaw (S)	1	F	350
Pormpuraaw (S)	1	M	353
Quilpie (S)	0	F	28
Quilpie (S)	0	M	25
Quilpie (S)	1	F	338
Quilpie (S)	1	M	385
Redland (C)	0	F	17208
Redland (C)	0	M	15994
Redland (C)	1	F	54120
Redland (C)	1	M	52487
Richmond (S)	0	F	32
Richmond (S)	0	M	13
Richmond (S)	1	F	312
Richmond (S)	1	M	352
Rockhampton (R)	0	F	3719
Rockhampton (R)	0	M	3777
Rockhampton (R)	1	F	33647
Rockhampton (R)	1	M	32307
Scenic Rim (R)	0	F	2977
Scenic Rim (R)	0	M	2743
Scenic Rim (R)	1	F	15558
Scenic Rim (R)	1	M	15244
Somerset (R)	0	F	1482
Somerset (R)	0	M	1491
Somerset (R)	1	F	9599
Somerset (R)	1	M	9700
South Burnett (R)	0	F	1574
South Burnett (R)	0	M	1393
South Burnett (R)	1	F	13176
South Burnett (R)	1	M	13329
Southern Downs (R)	0	F	1904
Southern Downs (R)	0	M	1737
Southern Downs (R)	1	F	14624
Southern Downs (R)	1	M	14277
Sunshine Coast (R)	0	F	30542
Sunshine Coast (R)	0	M	27013
Sunshine Coast (R)	1	F	112385
Sunshine Coast (R)	1	M	105731
Tablelands (R)	0	F	1652
Tablelands (R)	0	M	1463
Tablelands (R)	1	F	9686
Tablelands (R)	1	M	9517
Toowoomba (R)	0	F	9630
Toowoomba (R)	0	M	9170
Toowoomba (R)	1	F	67049
Toowoomba (R)	1	M	63190
Torres (S)	0	F	128
Torres (S)	0	M	118
Torres (S)	1	F	1447
Torres (S)	1	M	1430
Torres Strait Island (R)	0	F	87
Torres Strait Island (R)	0	M	95
Torres Strait Island (R)	1	F	2088
Torres Strait Island (R)	1	M	2146
Townsville (C)	0	F	13360
Townsville (C)	0	M	12228
Townsville (C)	1	F	73347
Townsville (C)	1	M	73400
Weipa (T)	0	F	202
Weipa (T)	0	M	195
Weipa (T)	1	F	1404
Weipa (T)	1	M	1669
Western Downs (R)	0	F	1185
Western Downs (R)	0	M	1202
Western Downs (R)	1	F	13218
Western Downs (R)	1	M	13807
Whitsunday (R)	0	F	2738
Whitsunday (R)	0	M	2448
Whitsunday (R)	1	F	11401
Whitsunday (R)	1	M	12452
Winton (S)	0	F	30
Winton (S)	0	M	29
Winton (S)	1	F	458
Winton (S)	1	M	485
Woorabinda (S)	0	F	4
Woorabinda (S)	0	M	7
Woorabinda (S)	1	F	471
Woorabinda (S)	1	M	449
Wujal Wujal (S)	0	M	4
Wujal Wujal (S)	1	F	149
Wujal Wujal (S)	1	M	130
Yarrabah (S)	0	M	3
Yarrabah (S)	1	F	1270
Yarrabah (S)	1	M	1270
No usual address (Qld)	0	F	1575
No usual address (Qld)	0	M	1580
No usual address (Qld)	1	F	3164
No usual address (Qld)	1	M	4186
Migratory - Offshore - Shipping (Qld)	0	F	20
Migratory - Offshore - Shipping (Qld)	0	M	18
Migratory - Offshore - Shipping (Qld)	1	F	50
Migratory - Offshore - Shipping (Qld)	1	M	43
Adelaide (C)	0	F	4952
Adelaide (C)	0	M	4819
Adelaide (C)	1	F	4793
Adelaide (C)	1	M	5250
Adelaide Hills (DC)	0	F	3345
Adelaide Hills (DC)	0	M	3235
Adelaide Hills (DC)	1	F	15171
Adelaide Hills (DC)	1	M	15057
Alexandrina (DC)	0	F	2161
Alexandrina (DC)	0	M	2025
Alexandrina (DC)	1	F	10172
Alexandrina (DC)	1	M	9638
Anangu Pitjantjatjara (AC)	0	F	25
Anangu Pitjantjatjara (AC)	0	M	39
Anangu Pitjantjatjara (AC)	1	F	1090
Anangu Pitjantjatjara (AC)	1	M	985
Barossa (DC)	0	F	1416
Barossa (DC)	0	M	1278
Barossa (DC)	1	F	9777
Barossa (DC)	1	M	9646
Barunga West (DC)	0	F	110
Barunga West (DC)	0	M	84
Barunga West (DC)	1	F	1022
Barunga West (DC)	1	M	1092
Berri and Barmera (DC)	0	F	643
Berri and Barmera (DC)	0	M	599
Berri and Barmera (DC)	1	F	4201
Berri and Barmera (DC)	1	M	4247
Burnside (C)	0	F	7131
Burnside (C)	0	M	6256
Burnside (C)	1	F	15060
Burnside (C)	1	M	13573
Campbelltown (C) (SA)	0	F	8855
Campbelltown (C) (SA)	0	M	8255
Campbelltown (C) (SA)	1	F	15904
Campbelltown (C) (SA)	1	M	15158
Ceduna (DC)	0	F	119
Ceduna (DC)	0	M	106
Ceduna (DC)	1	F	1384
Ceduna (DC)	1	M	1395
Charles Sturt (C)	0	F	16045
Charles Sturt (C)	0	M	14743
Charles Sturt (C)	1	F	37967
Charles Sturt (C)	1	M	36810
Clare and Gilbert Valleys (DC)	0	F	444
Clare and Gilbert Valleys (DC)	0	M	405
Clare and Gilbert Valleys (DC)	1	F	3742
Clare and Gilbert Valleys (DC)	1	M	3748
Cleve (DC)	0	F	41
Cleve (DC)	0	M	35
Cleve (DC)	1	F	736
Cleve (DC)	1	M	818
Coober Pedy (DC)	0	F	199
Coober Pedy (DC)	0	M	257
Coober Pedy (DC)	1	F	453
Coober Pedy (DC)	1	M	556
Copper Coast (DC)	0	F	678
Copper Coast (DC)	0	M	613
Copper Coast (DC)	1	F	5746
Copper Coast (DC)	1	M	5798
Elliston (DC)	0	F	35
Elliston (DC)	0	M	23
Elliston (DC)	1	F	418
Elliston (DC)	1	M	498
Flinders Ranges (DC)	0	F	63
Flinders Ranges (DC)	0	M	53
Flinders Ranges (DC)	1	F	706
Flinders Ranges (DC)	1	M	692
Franklin Harbour (DC)	0	F	37
Franklin Harbour (DC)	0	M	36
Franklin Harbour (DC)	1	F	512
Franklin Harbour (DC)	1	M	574
Gawler (T)	0	F	2178
Gawler (T)	0	M	1889
Gawler (T)	1	F	9054
Gawler (T)	1	M	8523
Goyder (DC)	0	F	206
Goyder (DC)	0	M	203
Goyder (DC)	1	F	1679
Goyder (DC)	1	M	1696
Grant (DC)	0	F	271
Grant (DC)	0	M	328
Grant (DC)	1	F	3141
Grant (DC)	1	M	3887
Holdfast Bay (C)	0	F	4159
Holdfast Bay (C)	0	M	3742
Holdfast Bay (C)	1	F	13162
Holdfast Bay (C)	1	M	12069
Kangaroo Island (DC)	0	F	333
Kangaroo Island (DC)	0	M	284
Kangaroo Island (DC)	1	F	1726
Kangaroo Island (DC)	1	M	1853
Karoonda East Murray (DC)	0	F	40
Karoonda East Murray (DC)	0	M	30
Karoonda East Murray (DC)	1	F	447
Karoonda East Murray (DC)	1	M	489
Kimba (DC)	0	F	23
Kimba (DC)	0	M	19
Kimba (DC)	1	F	456
Kimba (DC)	1	M	481
Kingston (DC) (SA)	0	F	85
Kingston (DC) (SA)	0	M	54
Kingston (DC) (SA)	1	F	944
Kingston (DC) (SA)	1	M	1066
Light (RegC)	0	F	882
Light (RegC)	0	M	846
Light (RegC)	1	F	6028
Light (RegC)	1	M	6156
Lower Eyre Peninsula (DC)	0	F	185
Lower Eyre Peninsula (DC)	0	M	176
Lower Eyre Peninsula (DC)	1	F	2169
Lower Eyre Peninsula (DC)	1	M	2537
Loxton Waikerie (DC)	0	F	506
Loxton Waikerie (DC)	0	M	427
Loxton Waikerie (DC)	1	F	4824
Loxton Waikerie (DC)	1	M	4877
Mallala (DC)	0	F	573
Mallala (DC)	0	M	572
Mallala (DC)	1	F	3350
Mallala (DC)	1	M	3622
Maralinga Tjarutja (AC)	1	F	22
Maralinga Tjarutja (AC)	1	M	21
Marion (C)	0	F	12734
Marion (C)	0	M	11503
Marion (C)	1	F	31133
Marion (C)	1	M	29106
Mid Murray (DC)	0	F	445
Mid Murray (DC)	0	M	472
Mid Murray (DC)	1	F	3187
Mid Murray (DC)	1	M	3756
Mitcham (C)	0	F	7680
Mitcham (C)	0	M	6957
Mitcham (C)	1	F	24537
Mitcham (C)	1	M	23010
Mount Barker (DC)	0	F	2482
Mount Barker (DC)	0	M	2171
Mount Barker (DC)	1	F	13623
Mount Barker (DC)	1	M	13097
Mount Gambier (C)	0	F	1518
Mount Gambier (C)	0	M	1326
Mount Gambier (C)	1	F	11151
Mount Gambier (C)	1	M	10640
Mount Remarkable (DC)	0	F	103
Mount Remarkable (DC)	0	M	99
Mount Remarkable (DC)	1	F	1169
Mount Remarkable (DC)	1	M	1240
Murray Bridge (RC)	0	F	1497
Murray Bridge (RC)	0	M	1568
Murray Bridge (RC)	1	F	8122
Murray Bridge (RC)	1	M	8147
Naracoorte and Lucindale (DC)	0	F	475
Naracoorte and Lucindale (DC)	0	M	649
Naracoorte and Lucindale (DC)	1	F	3267
Naracoorte and Lucindale (DC)	1	M	3392
Northern Areas (DC)	0	F	163
Northern Areas (DC)	0	M	147
Northern Areas (DC)	1	F	1892
Northern Areas (DC)	1	M	1991
Norwood Payneham St Peters (C)	0	F	5670
Norwood Payneham St Peters (C)	0	M	5043
Norwood Payneham St Peters (C)	1	F	11839
Norwood Payneham St Peters (C)	1	M	11043
Onkaparinga (C)	0	F	18433
Onkaparinga (C)	0	M	16877
Onkaparinga (C)	1	F	61823
Onkaparinga (C)	1	M	60102
Orroroo/Carrieton (DC)	0	F	44
Orroroo/Carrieton (DC)	0	M	25
Orroroo/Carrieton (DC)	1	F	355
Orroroo/Carrieton (DC)	1	M	375
Peterborough (DC)	0	F	86
Peterborough (DC)	0	M	93
Peterborough (DC)	1	F	684
Peterborough (DC)	1	M	661
Playford (C)	0	F	9800
Playford (C)	0	M	9144
Playford (C)	1	F	31901
Playford (C)	1	M	31703
Port Adelaide Enfield (C)	0	F	20356
Port Adelaide Enfield (C)	0	M	20107
Port Adelaide Enfield (C)	1	F	37189
Port Adelaide Enfield (C)	1	M	36506
Port Augusta (C)	0	F	471
Port Augusta (C)	0	M	475
Port Augusta (C)	1	F	5665
Port Augusta (C)	1	M	5892
Port Lincoln (C)	0	F	635
Port Lincoln (C)	0	M	529
Port Lincoln (C)	1	F	5906
Port Lincoln (C)	1	M	5806
Port Pirie City and Dists (M)	0	F	716
Port Pirie City and Dists (M)	0	M	630
Port Pirie City and Dists (M)	1	F	7550
Port Pirie City and Dists (M)	1	M	7310
Prospect (C)	0	F	2692
Prospect (C)	0	M	2808
Prospect (C)	1	F	7052
Prospect (C)	1	M	6990
Renmark Paringa (DC)	0	F	649
Renmark Paringa (DC)	0	M	625
Renmark Paringa (DC)	1	F	3684
Renmark Paringa (DC)	1	M	3675
Robe (DC)	0	F	61
Robe (DC)	0	M	58
Robe (DC)	1	F	548
Robe (DC)	1	M	585
Roxby Downs (M)	0	F	226
Roxby Downs (M)	0	M	284
Roxby Downs (M)	1	F	1310
Roxby Downs (M)	1	M	1694
Salisbury (C)	0	F	21919
Salisbury (C)	0	M	20966
Salisbury (C)	1	F	43529
Salisbury (C)	1	M	43958
Southern Mallee (DC)	0	F	101
Southern Mallee (DC)	0	M	117
Southern Mallee (DC)	1	F	793
Southern Mallee (DC)	1	M	826
Streaky Bay (DC)	0	F	55
Streaky Bay (DC)	0	M	48
Streaky Bay (DC)	1	F	845
Streaky Bay (DC)	1	M	963
Tatiara (DC)	0	F	300
Tatiara (DC)	0	M	370
Tatiara (DC)	1	F	2543
Tatiara (DC)	1	M	2782
Tea Tree Gully (C)	0	F	12151
Tea Tree Gully (C)	0	M	11184
Tea Tree Gully (C)	1	F	35734
Tea Tree Gully (C)	1	M	34776
The Coorong (DC)	0	F	241
The Coorong (DC)	0	M	204
The Coorong (DC)	1	F	2175
The Coorong (DC)	1	M	2330
Tumby Bay (DC)	0	F	70
Tumby Bay (DC)	0	M	70
Tumby Bay (DC)	1	F	1173
Tumby Bay (DC)	1	M	1123
Unley (C)	0	F	4944
Unley (C)	0	M	4407
Unley (C)	1	F	14079
Unley (C)	1	M	12478
Victor Harbor (C)	0	F	1522
Victor Harbor (C)	0	M	1264
Victor Harbor (C)	1	F	5757
Victor Harbor (C)	1	M	5192
Wakefield (DC)	0	F	340
Wakefield (DC)	0	M	360
Wakefield (DC)	1	F	2757
Wakefield (DC)	1	M	2862
Walkerville (M)	0	F	1108
Walkerville (M)	0	M	970
Walkerville (M)	1	F	2558
Walkerville (M)	1	M	2500
Wattle Range (DC)	0	F	516
Wattle Range (DC)	0	M	453
Wattle Range (DC)	1	F	4840
Wattle Range (DC)	1	M	4971
West Torrens (C)	0	F	9072
West Torrens (C)	0	M	8672
West Torrens (C)	1	F	19031
West Torrens (C)	1	M	18084
Whyalla (C)	0	F	2075
Whyalla (C)	0	M	1942
Whyalla (C)	1	F	7967
Whyalla (C)	1	M	8129
Wudinna (DC)	0	F	32
Wudinna (DC)	0	M	22
Wudinna (DC)	1	F	527
Wudinna (DC)	1	M	565
Yankalilla (DC)	0	F	480
Yankalilla (DC)	0	M	432
Yankalilla (DC)	1	F	1951
Yankalilla (DC)	1	M	1920
Yorke Peninsula (DC)	0	F	525
Yorke Peninsula (DC)	0	M	503
Yorke Peninsula (DC)	1	F	4483
Yorke Peninsula (DC)	1	M	4810
Unincorporated SA	0	F	125
Unincorporated SA	0	M	208
Unincorporated SA	1	F	1033
Unincorporated SA	1	M	1600
No usual address (SA)	0	F	235
No usual address (SA)	0	M	366
No usual address (SA)	1	F	748
No usual address (SA)	1	M	1137
Migratory - Offshore - Shipping (SA)	0	M	3
Albany (C)	0	F	3644
Albany (C)	0	M	3285
Albany (C)	1	F	13631
Albany (C)	1	M	13560
Armadale (C)	0	F	14084
Armadale (C)	0	M	13473
Armadale (C)	1	F	23325
Armadale (C)	1	M	23399
Ashburton (S)	0	F	760
Ashburton (S)	0	M	2703
Ashburton (S)	1	F	2383
Ashburton (S)	1	M	4939
