LGA_NAME16	OnlyEnglishSpokenHome	Sex	persons
Mount Alexander (S)	0	F	338
Mount Alexander (S)	0	M	297
Mount Alexander (S)	1	F	8232
Mount Alexander (S)	1	M	7709
Moyne (S)	0	F	196
Moyne (S)	0	M	156
Moyne (S)	1	F	7428
Moyne (S)	1	M	7463
Murrindindi (S)	0	F	223
Murrindindi (S)	0	M	215
Murrindindi (S)	1	F	5992
Murrindindi (S)	1	M	6164
Nillumbik (S)	0	F	2991
Nillumbik (S)	0	M	2645
Nillumbik (S)	1	F	26786
Nillumbik (S)	1	M	26381
Northern Grampians (S)	0	F	188
Northern Grampians (S)	0	M	178
Northern Grampians (S)	1	F	5171
Northern Grampians (S)	1	M	5090
Port Phillip (C)	0	F	11008
Port Phillip (C)	0	M	9754
Port Phillip (C)	1	F	35484
Port Phillip (C)	1	M	34474
Pyrenees (S)	0	F	80
Pyrenees (S)	0	M	74
Pyrenees (S)	1	F	3035
Pyrenees (S)	1	M	3087
Queenscliffe (B)	0	F	54
Queenscliffe (B)	0	M	33
Queenscliffe (B)	1	F	1356
Queenscliffe (B)	1	M	1181
South Gippsland (S)	0	F	522
South Gippsland (S)	0	M	449
South Gippsland (S)	1	F	12979
South Gippsland (S)	1	M	12534
Southern Grampians (S)	0	F	228
Southern Grampians (S)	0	M	195
Southern Grampians (S)	1	F	7479
Southern Grampians (S)	1	M	7121
Stonnington (C)	0	F	13101
Stonnington (C)	0	M	10965
Stonnington (C)	1	F	37507
Stonnington (C)	1	M	34713
Strathbogie (S)	0	F	188
Strathbogie (S)	0	M	158
Strathbogie (S)	1	F	4594
Strathbogie (S)	1	M	4512
Surf Coast (S)	0	F	621
Surf Coast (S)	0	M	559
Surf Coast (S)	1	F	13395
Surf Coast (S)	1	M	13175
Swan Hill (RC)	0	F	1147
Swan Hill (RC)	0	M	1229
Swan Hill (RC)	1	F	7892
Swan Hill (RC)	1	M	7822
Towong (S)	0	F	80
Towong (S)	0	M	75
Towong (S)	1	F	2622
Towong (S)	1	M	2773
Wangaratta (RC)	0	F	678
Wangaratta (RC)	0	M	625
Wangaratta (RC)	1	F	12865
Wangaratta (RC)	1	M	12051
Warrnambool (C)	0	F	733
Warrnambool (C)	0	M	730
Warrnambool (C)	1	F	15525
Warrnambool (C)	1	M	14294
Wellington (S)	0	F	853
Wellington (S)	0	M	765
Wellington (S)	1	F	18855
Wellington (S)	1	M	18503
West Wimmera (S)	0	F	39
West Wimmera (S)	0	M	40
West Wimmera (S)	1	F	1784
West Wimmera (S)	1	M	1825
Whitehorse (C)	0	F	31366
Whitehorse (C)	0	M	28137
Whitehorse (C)	1	F	49339
Whitehorse (C)	1	M	46903
Whittlesea (C)	0	F	44082
Whittlesea (C)	0	M	42892
Whittlesea (C)	1	F	51054
Whittlesea (C)	1	M	49942
Wodonga (C)	0	F	1237
Wodonga (C)	0	M	1125
Wodonga (C)	1	F	17614
Wodonga (C)	1	M	16964
Wyndham (C)	0	F	45032
Wyndham (C)	0	M	44139
Wyndham (C)	1	F	57528
Wyndham (C)	1	M	57803
Yarra (C)	0	F	10533
Yarra (C)	0	M	8785
Yarra (C)	1	F	30160
Yarra (C)	1	M	29411
Yarra Ranges (S)	0	F	5664
Yarra Ranges (S)	0	M	5041
Yarra Ranges (S)	1	F	66396
Yarra Ranges (S)	1	M	65158
Yarriambiack (S)	0	F	89
Yarriambiack (S)	0	M	77
Yarriambiack (S)	1	F	2916
Yarriambiack (S)	1	M	3030
Unincorporated Vic	0	F	60
Unincorporated Vic	0	M	47
Unincorporated Vic	1	F	231
Unincorporated Vic	1	M	305
No usual address (Vic.)	0	F	692
No usual address (Vic.)	0	M	698
No usual address (Vic.)	1	F	1835
No usual address (Vic.)	1	M	2372
Migratory - Offshore - Shipping (Vic.)	0	F	4
Migratory - Offshore - Shipping (Vic.)	0	M	7
Migratory - Offshore - Shipping (Vic.)	1	M	18
Aurukun (S)	0	F	566
Aurukun (S)	0	M	538
Aurukun (S)	1	F	56
Aurukun (S)	1	M	78
Balonne (S)	0	F	62
Balonne (S)	0	M	67
Balonne (S)	1	F	1898
Balonne (S)	1	M	2002
Banana (S)	0	F	319
Banana (S)	0	M	386
Banana (S)	1	F	6078
Banana (S)	1	M	6394
Barcaldine (R)	0	F	36
Barcaldine (R)	0	M	25
Barcaldine (R)	1	F	1290
Barcaldine (R)	1	M	1312
Barcoo (S)	1	F	113
Barcoo (S)	1	M	140
Blackall-Tambo (R)	0	F	13
Blackall-Tambo (R)	0	M	15
Blackall-Tambo (R)	1	F	887
Blackall-Tambo (R)	1	M	888
Boulia (S)	0	F	9
Boulia (S)	0	M	4
Boulia (S)	1	F	157
Boulia (S)	1	M	187
Brisbane (C)	0	F	132510
Brisbane (C)	0	M	120710
Brisbane (C)	1	F	410663
Brisbane (C)	1	M	401533
Bulloo (S)	0	F	3
Bulloo (S)	0	M	4
Bulloo (S)	1	F	143
Bulloo (S)	1	M	169
Bundaberg (R)	0	F	2177
Bundaberg (R)	0	M	1862
Bundaberg (R)	1	F	41788
Bundaberg (R)	1	M	40525
Burdekin (S)	0	F	583
Burdekin (S)	0	M	491
Burdekin (S)	1	F	7217
Burdekin (S)	1	M	7530
Burke (S)	0	F	7
Burke (S)	0	M	11
Burke (S)	1	F	112
Burke (S)	1	M	142
Cairns (R)	0	F	11522
Cairns (R)	0	M	9336
Cairns (R)	1	F	61016
Cairns (R)	1	M	60821
Carpentaria (S)	0	F	30
Carpentaria (S)	0	M	35
Carpentaria (S)	1	F	842
Carpentaria (S)	1	M	875
Cassowary Coast (R)	0	F	1424
Cassowary Coast (R)	0	M	1356
Cassowary Coast (R)	1	F	11299
Cassowary Coast (R)	1	M	11974
Central Highlands (R) (Qld)	0	F	667
Central Highlands (R) (Qld)	0	M	630
Central Highlands (R) (Qld)	1	F	11117
Central Highlands (R) (Qld)	1	M	12163
Charters Towers (R)	0	F	147
Charters Towers (R)	0	M	127
Charters Towers (R)	1	F	5250
Charters Towers (R)	1	M	5168
Cherbourg (S)	0	F	28
Cherbourg (S)	0	M	24
Cherbourg (S)	1	F	589
Cherbourg (S)	1	M	584
Cloncurry (S)	0	F	59
Cloncurry (S)	0	M	61
Cloncurry (S)	1	F	1071
Cloncurry (S)	1	M	1395
Cook (S)	0	F	197
Cook (S)	0	M	182
Cook (S)	1	F	1451
Cook (S)	1	M	1692
Croydon (S)	0	F	4
Croydon (S)	1	F	105
Croydon (S)	1	M	107
Diamantina (S)	0	F	5
Diamantina (S)	0	M	6
Diamantina (S)	1	F	111
Diamantina (S)	1	M	125
Doomadgee (S)	0	F	38
Doomadgee (S)	0	M	39
Doomadgee (S)	1	F	641
Doomadgee (S)	1	M	658
Douglas (S)	0	F	465
Douglas (S)	0	M	395
Douglas (S)	1	F	4488
Douglas (S)	1	M	4788
Etheridge (S)	0	F	9
Etheridge (S)	0	M	4
Etheridge (S)	1	F	317
Etheridge (S)	1	M	383
Flinders (S) (Qld)	0	F	13
Flinders (S) (Qld)	0	M	8
Flinders (S) (Qld)	1	F	685
Flinders (S) (Qld)	1	M	709
Fraser Coast (R)	0	F	1951
Fraser Coast (R)	0	M	1412
Fraser Coast (R)	1	F	46105
Fraser Coast (R)	1	M	43966
Gladstone (R)	0	F	1945
Gladstone (R)	0	M	1901
Gladstone (R)	1	F	25925
Gladstone (R)	1	M	27352
Gold Coast (C)	0	F	36750
Gold Coast (C)	0	M	31397
Gold Coast (C)	1	F	228312
Gold Coast (C)	1	M	218584
Goondiwindi (R)	0	F	168
Goondiwindi (R)	0	M	179
Goondiwindi (R)	1	F	4616
Goondiwindi (R)	1	M	4624
Gympie (R)	0	F	711
Gympie (R)	0	M	546
Gympie (R)	1	F	22313
Gympie (R)	1	M	22012
Hinchinbrook (S)	0	F	393
Hinchinbrook (S)	0	M	401
Hinchinbrook (S)	1	F	4549
Hinchinbrook (S)	1	M	4743
Hope Vale (S)	0	F	329
Hope Vale (S)	0	M	368
Hope Vale (S)	1	F	56
Hope Vale (S)	1	M	81
Ipswich (C)	0	F	11755
Ipswich (C)	0	M	10763
Ipswich (C)	1	F	79978
Ipswich (C)	1	M	78590
Isaac (R)	0	F	466
Isaac (R)	0	M	451
Isaac (R)	1	F	7929
Isaac (R)	1	M	9078
Kowanyama (S)	0	F	31
Kowanyama (S)	0	M	26
Kowanyama (S)	1	F	456
Kowanyama (S)	1	M	409
Livingstone (S)	0	F	503
Livingstone (S)	0	M	424
Livingstone (S)	1	F	15881
Livingstone (S)	1	M	16043
Lockhart River (S)	0	F	134
Lockhart River (S)	0	M	135
Lockhart River (S)	1	F	184
Lockhart River (S)	1	M	167
Lockyer Valley (R)	0	F	1252
Lockyer Valley (R)	0	M	1117
Lockyer Valley (R)	1	F	16528
Lockyer Valley (R)	1	M	16397
Logan (C)	0	F	24881
Logan (C)	0	M	23480
Logan (C)	1	F	119046
Logan (C)	1	M	117003
Longreach (R)	0	F	47
Longreach (R)	0	M	48
Longreach (R)	1	F	1667
Longreach (R)	1	M	1583
Mackay (R)	0	F	3392
Mackay (R)	0	M	2920
Mackay (R)	1	F	49543
Mackay (R)	1	M	50077
McKinlay (S)	0	F	12
McKinlay (S)	0	M	6
McKinlay (S)	1	F	328
McKinlay (S)	1	M	393
Mapoon (S)	0	F	17
Mapoon (S)	0	M	13
Mapoon (S)	1	F	137
Mapoon (S)	1	M	131
Maranoa (R)	0	F	231
Maranoa (R)	0	M	253
Maranoa (R)	1	F	5365
Maranoa (R)	1	M	5599
Mareeba (S)	0	F	1114
Mareeba (S)	0	M	1067
Mareeba (S)	1	F	8080
Mareeba (S)	1	M	8253
Moreton Bay (R)	0	F	15944
Moreton Bay (R)	0	M	13341
Moreton Bay (R)	1	F	189081
Moreton Bay (R)	1	M	182301
Mornington (S)	0	F	65
Mornington (S)	0	M	75
Mornington (S)	1	F	464
Mornington (S)	1	M	454
Mount Isa (C)	0	F	839
Mount Isa (C)	0	M	758
Mount Isa (C)	1	F	7144
Mount Isa (C)	1	M	7708
Murweh (S)	0	F	100
Murweh (S)	0	M	93
Murweh (S)	1	F	1933
Murweh (S)	1	M	1902
Napranum (S)	0	F	163
Napranum (S)	0	M	163
Napranum (S)	1	F	290
Napranum (S)	1	M	319
Noosa (S)	0	F	1503
Noosa (S)	0	M	1146
Noosa (S)	1	F	23646
Noosa (S)	1	M	22499
North Burnett (R)	0	F	223
North Burnett (R)	0	M	273
North Burnett (R)	1	F	4361
North Burnett (R)	1	M	4439
Northern Peninsula Area (R)	0	F	1167
Northern Peninsula Area (R)	0	M	1068
Northern Peninsula Area (R)	1	F	191
Northern Peninsula Area (R)	1	M	208
Palm Island (S)	0	F	71
Palm Island (S)	0	M	70
Palm Island (S)	1	F	1136
Palm Island (S)	1	M	1100
Paroo (S)	0	F	9
Paroo (S)	0	M	14
Paroo (S)	1	F	754
Paroo (S)	1	M	746
Pormpuraaw (S)	0	F	238
Pormpuraaw (S)	0	M	217
Pormpuraaw (S)	1	F	136
Pormpuraaw (S)	1	M	136
Quilpie (S)	0	F	4
Quilpie (S)	0	M	4
Quilpie (S)	1	F	355
Quilpie (S)	1	M	410
Redland (C)	0	F	5357
Redland (C)	0	M	4418
Redland (C)	1	F	66374
Redland (C)	1	M	64379
Richmond (S)	0	F	7
Richmond (S)	0	M	10
Richmond (S)	1	F	345
Richmond (S)	1	M	365
Rockhampton (R)	0	F	2269
Rockhampton (R)	0	M	2353
Rockhampton (R)	1	F	35461
Rockhampton (R)	1	M	34060
Scenic Rim (R)	0	F	703
Scenic Rim (R)	0	M	579
Scenic Rim (R)	1	F	18143
Scenic Rim (R)	1	M	17496
Somerset (R)	0	F	514
Somerset (R)	0	M	497
Somerset (R)	1	F	10735
Somerset (R)	1	M	10881
South Burnett (R)	0	F	453
South Burnett (R)	0	M	338
South Burnett (R)	1	F	14514
South Burnett (R)	1	M	14452
Southern Downs (R)	0	F	831
Southern Downs (R)	0	M	710
Southern Downs (R)	1	F	15953
Southern Downs (R)	1	M	15473
Sunshine Coast (R)	0	F	8277
Sunshine Coast (R)	0	M	6557
Sunshine Coast (R)	1	F	135631
Sunshine Coast (R)	1	M	126940
Tablelands (R)	0	F	579
Tablelands (R)	0	M	484
Tablelands (R)	1	F	10976
Tablelands (R)	1	M	10688
Toowoomba (R)	0	F	5276
Toowoomba (R)	0	M	5191
Toowoomba (R)	1	F	71904
Toowoomba (R)	1	M	67638
Torres (S)	0	F	882
Torres (S)	0	M	810
Torres (S)	1	F	653
Torres (S)	1	M	682
Torres Strait Island (R)	0	F	1942
Torres Strait Island (R)	0	M	1960
Torres Strait Island (R)	1	F	114
Torres Strait Island (R)	1	M	126
Townsville (C)	0	F	7144
Townsville (C)	0	M	6270
Townsville (C)	1	F	79963
Townsville (C)	1	M	79112
Weipa (T)	0	F	168
Weipa (T)	0	M	163
Weipa (T)	1	F	1461
Weipa (T)	1	M	1720
Western Downs (R)	0	F	571
Western Downs (R)	0	M	608
Western Downs (R)	1	F	14066
Western Downs (R)	1	M	14593
Whitsunday (R)	0	F	1143
Whitsunday (R)	0	M	985
Whitsunday (R)	1	F	13218
Whitsunday (R)	1	M	14147
Winton (S)	0	F	9
Winton (S)	0	M	7
Winton (S)	1	F	482
Winton (S)	1	M	517
Woorabinda (S)	0	F	44
Woorabinda (S)	0	M	47
Woorabinda (S)	1	F	429
Woorabinda (S)	1	M	395
Wujal Wujal (S)	0	F	104
Wujal Wujal (S)	0	M	81
Wujal Wujal (S)	1	F	43
Wujal Wujal (S)	1	M	47
Yarrabah (S)	0	F	153
Yarrabah (S)	0	M	148
Yarrabah (S)	1	F	1075
Yarrabah (S)	1	M	1087
No usual address (Qld)	0	F	657
No usual address (Qld)	0	M	636
No usual address (Qld)	1	F	3934
No usual address (Qld)	1	M	4759
Migratory - Offshore - Shipping (Qld)	0	F	10
Migratory - Offshore - Shipping (Qld)	0	M	7
Migratory - Offshore - Shipping (Qld)	1	F	56
Migratory - Offshore - Shipping (Qld)	1	M	56
Adelaide (C)	0	F	4130
Adelaide (C)	0	M	3881
Adelaide (C)	1	F	5663
Adelaide (C)	1	M	5971
Adelaide Hills (DC)	0	F	1128
Adelaide Hills (DC)	0	M	1046
Adelaide Hills (DC)	1	F	17540
Adelaide Hills (DC)	1	M	17392
Alexandrina (DC)	0	F	365
Alexandrina (DC)	0	M	298
Alexandrina (DC)	1	F	12112
Alexandrina (DC)	1	M	11517
Anangu Pitjantjatjara (AC)	0	F	893
Anangu Pitjantjatjara (AC)	0	M	831
Anangu Pitjantjatjara (AC)	1	F	161
Anangu Pitjantjatjara (AC)	1	M	132
Barossa (DC)	0	F	307
Barossa (DC)	0	M	235
Barossa (DC)	1	F	10998
Barossa (DC)	1	M	10790
Barunga West (DC)	0	F	14
Barunga West (DC)	0	M	5
Barunga West (DC)	1	F	1139
Barunga West (DC)	1	M	1196
Berri and Barmera (DC)	0	F	483
Berri and Barmera (DC)	0	M	478
Berri and Barmera (DC)	1	F	4434
Berri and Barmera (DC)	1	M	4427
Burnside (C)	0	F	5745
Burnside (C)	0	M	4858
Burnside (C)	1	F	16577
Burnside (C)	1	M	15052
Campbelltown (C) (SA)	0	F	9050
Campbelltown (C) (SA)	0	M	8305
Campbelltown (C) (SA)	1	F	15888
Campbelltown (C) (SA)	1	M	15239
Ceduna (DC)	0	F	116
Ceduna (DC)	0	M	119
Ceduna (DC)	1	F	1373
Ceduna (DC)	1	M	1351
Charles Sturt (C)	0	F	15887
Charles Sturt (C)	0	M	14581
Charles Sturt (C)	1	F	38573
Charles Sturt (C)	1	M	37406
Clare and Gilbert Valleys (DC)	0	F	108
Clare and Gilbert Valleys (DC)	0	M	87
Clare and Gilbert Valleys (DC)	1	F	4150
Clare and Gilbert Valleys (DC)	1	M	4123
Cleve (DC)	0	F	9
Cleve (DC)	0	M	7
Cleve (DC)	1	F	785
Cleve (DC)	1	M	855
Coober Pedy (DC)	0	F	189
Coober Pedy (DC)	0	M	248
Coober Pedy (DC)	1	F	481
Coober Pedy (DC)	1	M	582
Copper Coast (DC)	0	F	152
Copper Coast (DC)	0	M	148
Copper Coast (DC)	1	F	6390
Copper Coast (DC)	1	M	6348
Elliston (DC)	0	F	3
Elliston (DC)	1	F	454
Elliston (DC)	1	M	530
Flinders Ranges (DC)	0	F	31
Flinders Ranges (DC)	0	M	32
Flinders Ranges (DC)	1	F	747
Flinders Ranges (DC)	1	M	707
Franklin Harbour (DC)	0	F	5
Franklin Harbour (DC)	0	M	4
Franklin Harbour (DC)	1	F	542
Franklin Harbour (DC)	1	M	610
Gawler (T)	0	F	519
Gawler (T)	0	M	479
Gawler (T)	1	F	10779
Gawler (T)	1	M	10035
Goyder (DC)	0	F	40
Goyder (DC)	0	M	43
Goyder (DC)	1	F	1884
Goyder (DC)	1	M	1891
Grant (DC)	0	F	82
Grant (DC)	0	M	78
Grant (DC)	1	F	3396
Grant (DC)	1	M	3727
Holdfast Bay (C)	0	F	1842
Holdfast Bay (C)	0	M	1586
Holdfast Bay (C)	1	F	15585
Holdfast Bay (C)	1	M	14305
Kangaroo Island (DC)	0	F	88
Kangaroo Island (DC)	0	M	67
Kangaroo Island (DC)	1	F	2005
Kangaroo Island (DC)	1	M	2106
Karoonda East Murray (DC)	0	F	11
Karoonda East Murray (DC)	0	M	9
Karoonda East Murray (DC)	1	F	480
Karoonda East Murray (DC)	1	M	521
Kimba (DC)	0	F	9
Kimba (DC)	0	M	7
Kimba (DC)	1	F	476
Kimba (DC)	1	M	499
Kingston (DC) (SA)	0	F	13
Kingston (DC) (SA)	0	M	15
Kingston (DC) (SA)	1	F	1044
Kingston (DC) (SA)	1	M	1119
Light (RegC)	0	F	193
Light (RegC)	0	M	161
Light (RegC)	1	F	6793
Light (RegC)	1	M	6920
Lower Eyre Peninsula (DC)	0	F	38
Lower Eyre Peninsula (DC)	0	M	38
Lower Eyre Peninsula (DC)	1	F	2363
Lower Eyre Peninsula (DC)	1	M	2510
Loxton Waikerie (DC)	0	F	252
Loxton Waikerie (DC)	0	M	243
Loxton Waikerie (DC)	1	F	5137
Loxton Waikerie (DC)	1	M	5139
Mallala (DC)	0	F	180
Mallala (DC)	0	M	215
Mallala (DC)	1	F	3781
Mallala (DC)	1	M	4037
Maralinga Tjarutja (AC)	0	F	7
Maralinga Tjarutja (AC)	0	M	4
Maralinga Tjarutja (AC)	1	F	7
Maralinga Tjarutja (AC)	1	M	3
Marion (C)	0	F	8782
Marion (C)	0	M	7902
Marion (C)	1	F	35314
Marion (C)	1	M	32846
Mid Murray (DC)	0	F	108
Mid Murray (DC)	0	M	105
Mid Murray (DC)	1	F	3621
Mid Murray (DC)	1	M	3998
Mitcham (C)	0	F	5110
Mitcham (C)	0	M	4434
Mitcham (C)	1	F	27260
Mitcham (C)	1	M	25641
Mount Barker (DC)	0	F	731
Mount Barker (DC)	0	M	625
Mount Barker (DC)	1	F	15566
Mount Barker (DC)	1	M	14797
Mount Gambier (C)	0	F	868
Mount Gambier (C)	0	M	720
Mount Gambier (C)	1	F	11925
Mount Gambier (C)	1	M	11345
Mount Remarkable (DC)	0	F	32
Mount Remarkable (DC)	0	M	29
Mount Remarkable (DC)	1	F	1278
Mount Remarkable (DC)	1	M	1333
Murray Bridge (RC)	0	F	1002
Murray Bridge (RC)	0	M	1097
Murray Bridge (RC)	1	F	8759
Murray Bridge (RC)	1	M	8399
Naracoorte and Lucindale (DC)	0	F	307
Naracoorte and Lucindale (DC)	0	M	487
Naracoorte and Lucindale (DC)	1	F	3475
Naracoorte and Lucindale (DC)	1	M	3622
Northern Areas (DC)	0	F	22
Northern Areas (DC)	0	M	26
Northern Areas (DC)	1	F	2069
Northern Areas (DC)	1	M	2141
Norwood Payneham St Peters (C)	0	F	4993
Norwood Payneham St Peters (C)	0	M	4376
Norwood Payneham St Peters (C)	1	F	12591
Norwood Payneham St Peters (C)	1	M	11752
Onkaparinga (C)	0	F	5930
Onkaparinga (C)	0	M	5203
Onkaparinga (C)	1	F	74989
Onkaparinga (C)	1	M	72307
Orroroo/Carrieton (DC)	0	F	5
Orroroo/Carrieton (DC)	0	M	6
Orroroo/Carrieton (DC)	1	F	403
Orroroo/Carrieton (DC)	1	M	406
Peterborough (DC)	0	F	16
Peterborough (DC)	0	M	5
Peterborough (DC)	1	F	772
Peterborough (DC)	1	M	754
Playford (C)	0	F	5651
Playford (C)	0	M	5486
Playford (C)	1	F	36490
Playford (C)	1	M	35791
Port Adelaide Enfield (C)	0	F	19778
Port Adelaide Enfield (C)	0	M	19393
Port Adelaide Enfield (C)	1	F	38027
Port Adelaide Enfield (C)	1	M	36930
Port Augusta (C)	0	F	319
Port Augusta (C)	0	M	282
Port Augusta (C)	1	F	5865
Port Augusta (C)	1	M	5617
Port Lincoln (C)	0	F	285
Port Lincoln (C)	0	M	228
Port Lincoln (C)	1	F	6326
Port Lincoln (C)	1	M	6149
Port Pirie City and Dists (M)	0	F	408
Port Pirie City and Dists (M)	0	M	330
Port Pirie City and Dists (M)	1	F	7904
Port Pirie City and Dists (M)	1	M	7656
Prospect (C)	0	F	2652
Prospect (C)	0	M	2715
Prospect (C)	1	F	7115
Prospect (C)	1	M	7130
Renmark Paringa (DC)	0	F	626
Renmark Paringa (DC)	0	M	667
Renmark Paringa (DC)	1	F	3794
Renmark Paringa (DC)	1	M	3713
Robe (DC)	0	F	17
Robe (DC)	0	M	17
Robe (DC)	1	F	600
Robe (DC)	1	M	634
Roxby Downs (M)	0	F	136
Roxby Downs (M)	0	M	163
Roxby Downs (M)	1	F	1428
Roxby Downs (M)	1	M	1831
Salisbury (C)	0	F	19601
Salisbury (C)	0	M	19099
Salisbury (C)	1	F	46370
Salisbury (C)	1	M	46299
Southern Mallee (DC)	0	F	46
Southern Mallee (DC)	0	M	56
Southern Mallee (DC)	1	F	867
Southern Mallee (DC)	1	M	906
Streaky Bay (DC)	0	F	13
Streaky Bay (DC)	0	M	14
Streaky Bay (DC)	1	F	897
Streaky Bay (DC)	1	M	999
Tatiara (DC)	0	F	152
Tatiara (DC)	0	M	250
Tatiara (DC)	1	F	2740
Tatiara (DC)	1	M	2934
Tea Tree Gully (C)	0	F	6513
Tea Tree Gully (C)	0	M	5837
Tea Tree Gully (C)	1	F	41636
Tea Tree Gully (C)	1	M	40302
The Coorong (DC)	0	F	114
The Coorong (DC)	0	M	97
The Coorong (DC)	1	F	2335
The Coorong (DC)	1	M	2487
Tumby Bay (DC)	0	F	10
Tumby Bay (DC)	0	M	13
Tumby Bay (DC)	1	F	1243
Tumby Bay (DC)	1	M	1211
Unley (C)	0	F	3897
Unley (C)	0	M	3410
Unley (C)	1	F	15180
Unley (C)	1	M	13511
Victor Harbor (C)	0	F	250
Victor Harbor (C)	0	M	214
Victor Harbor (C)	1	F	7088
Victor Harbor (C)	1	M	6299
Wakefield (DC)	0	F	120
Wakefield (DC)	0	M	138
Wakefield (DC)	1	F	3023
Wakefield (DC)	1	M	3123
Walkerville (M)	0	F	887
Walkerville (M)	0	M	748
Walkerville (M)	1	F	2809
Walkerville (M)	1	M	2742
Wattle Range (DC)	0	F	165
Wattle Range (DC)	0	M	136
Wattle Range (DC)	1	F	5245
Wattle Range (DC)	1	M	5375
West Torrens (C)	0	F	9182
West Torrens (C)	0	M	8663
West Torrens (C)	1	F	19028
West Torrens (C)	1	M	18215
Whyalla (C)	0	F	689
Whyalla (C)	0	M	657
Whyalla (C)	1	F	9467
Whyalla (C)	1	M	9494
Wudinna (DC)	0	F	5
Wudinna (DC)	0	M	11
Wudinna (DC)	1	F	555
Wudinna (DC)	1	M	592
Yankalilla (DC)	0	F	67
Yankalilla (DC)	0	M	64
Yankalilla (DC)	1	F	2376
Yankalilla (DC)	1	M	2307
Yorke Peninsula (DC)	0	F	83
Yorke Peninsula (DC)	0	M	89
Yorke Peninsula (DC)	1	F	4978
Yorke Peninsula (DC)	1	M	5297
Unincorporated SA	0	F	175
Unincorporated SA	0	M	231
Unincorporated SA	1	F	980
Unincorporated SA	1	M	1561
No usual address (SA)	0	F	150
No usual address (SA)	0	M	196
No usual address (SA)	1	F	769
No usual address (SA)	1	M	1167
Migratory - Offshore - Shipping (SA)	0	M	4
Migratory - Offshore - Shipping (SA)	1	M	4
Albany (C)	0	F	1186
Albany (C)	0	M	1005
Albany (C)	1	F	16265
Albany (C)	1	M	15526
Armadale (C)	0	F	7672
